,Wild Lifespan,Gene(s),Mutant Lifespan
2532,21.9,daf-2;atg-16.2,41.2
2533,21.9,daf-2;atg-18,38.9
2534,20.96,eat-2;nhr-62,22.73
2535,20.96,eat-2;nhr-62,21.23
2536,20.96,eat-2;nhr-62,20.48
2537,18.89,eat-2;nhr-4,24.48
2538,18.89,eat-2;nhr-21,23.97
2539,15.72,eat-2;nhr-62,18.93
2540,14.58,nhr-62;daf-2,34.51
2541,14.58,nhr-62;cco-1,30.53
2542,16.49,nhr-62;daf-2,52.51
2543,16.49,nhr-62;cco-1,31.73
2544,14.92,nhr-62;let-363,20.76
2545,15.92,nhr-62;let-363,20.78
2546,14.9,daf-2;xbp-1,36.6
2547,14.9,daf-2;ire-1,20.2
2548,19.5,daf-2;ire-1,33.8
2549,21.4,daf-2;xbp-1,24.4
2550,21.4,daf-2;xbp-1,28.5
2551,16.5,daf-2;xbp-1,36.6
2552,16.5,daf-2;ire-1,19.9
2553,17.5,daf-2;xbp-1,30.1
2554,17.5,daf-2;ire-1,22.2
2555,17.5,daf-2;xbp-1,23.6
2556,17.5,daf-2;ire-1,16.0
2557,21.4,daf-2;xbp-1,22.9
2558,14.9,daf-2;xbp-1,22.3
2559,14.9,daf-2;ire-1,16.0
2560,18.6,daf-2;xbp-1,36.2
2561,18.6,daf-2;ire-1,27.5
2562,20.1,daf-2;xbp-1,36.1
2563,20.1,daf-2;ire-1,30.3
2564,20.2,daf-2;xbp-1,38.0
2565,20.2,daf-2;ire-1,32.1
2566,20.2,daf-2;xbp-1,18.6
2567,20.2,daf-2;ire-1,18.9
2568,19.8,daf-2;atf-6,42.7
2569,20.4,daf-2;atf-6,39.9
2570,20.4,daf-2;atf-6,30.0
2571,16.4,daf-2;pek-1,42.9
2572,19.6,daf-2;pek-1,49.6
2573,19.6,daf-2;pek-1,31.9
2574,18.2,daf-2;pek-1,50.3
2575,20.4,daf-2;pek-1,40.8
2576,20.4,daf-2;pek-1,28.2
2577,20.4,daf-2;abu-11,45.5
2578,20.4,daf-2;abu-11,28.6
2579,19.8,daf-2;abu-11,41.0
2580,19.8,daf-2;abu-11,31.9
2581,16.1,daf-2;daf-16,11.0
2582,16.1,daf-2;dox-1,19.0
2583,16.1,daf-2;xbp-1,17.3
2584,14.7,daf-2;daf-16,14.8
2585,14.7,daf-2;dox-1,17.4
2586,14.7,daf-2;xbp-1,14.6
2587,17.5,daf-2;dox-1,24.1
2588,16.2,daf-2;dox-1,24.9
2589,19.1,daf-2;dox-1,30.7
2590,18.1,daf-2;dox-1,31.6
2591,14.9,isp-1;ire-1,19.1
2592,14.9,isp-1;ire-1,21.1
2593,17.5,isp-1;ire-1,21.8
2594,18.6,isp-1;ire-1,21.9
2595,20.2,isp-1;ire-1,21.9
2596,20.1,isp-1;ire-1,23.5
2597,21.4,eat-2;ire-1,18.4
2598,17.5,eat-2;ire-1,19.7
2599,18.6,eat-2;ire-1,21.5
2600,20.1,eat-2;ire-1,19.8
2601,20.44,daf-2;skn-1,22.63
2602,20.44,daf-2;skn-1,22.25
2603,20.44,daf-2;skn-1,19.83
2604,20.44,daf-2;skn-1,38.6
2605,20.44,daf-2;skn-1,27.64
2606,20.44,daf-2;skn-1,33.16
2607,20.44,rrf-3;skn-1,20.43
2608,20.44,rrf-3;daf-2;skn-1,25.83
2609,13.8,rrf-3;akt-1;akt-2,22.5
2610,13.8,rrf-3;skn-1;akt-1;akt-2,11.6
2611,13.8,rrf-3;skn-1;akt-1;akt-2,20.4
2612,13.8,rrf-3;skn-1;akt-1;akt-2,17.69
2613,13.8,sgk-1;skn-1,8.2
2614,13.8,sgk-1;skn-1,9.1
2615,16.33,daf-2;utx-1,47.17
2616,16.16,daf-2;utx-1,49.29
2617,16.33,daf-16;utx-1,9.89
2618,16.16,daf-16;utx-1,10.4
2619,16.24,daf-16;utx-1,9.1
2620,16.33,akt-1;utx-1,26.5
2621,16.16,akt-1;utx-1,30.18
2622,16.24,akt-1;utx-1,28.51
2623,16.33,akt-2;utx-1,18.23
2624,16.16,akt-2;utx-1,21.77
2625,16.33,sgk-1;utx-1,20.63
2626,16.16,sgk-1;utx-1,21.29
2627,16.33,sir-2.1;utx-1,23.87
2628,16.16,sir-2.1;utx-1,24.72
2629,16.33,rrf-1;utx-1,18.19
2630,16.33,glp-1;utx-1,19.15
2631,16.16,glp-1;utx-1,18.17
2632,16.24,glp-1;utx-1,18.56
2633,10.95,rrf-1;utx-1,11.63
2634,10.95,rrf-1;utx-1,12.82
2635,10.95,rrf-1;utx-1,12.7
2636,10.95,rrf-1;utx-1,12.25
2637,10.95,rrf-1;utx-1,11.7
2638,10.95,rrf-1;utx-1,10.62
2639,10.95,rrf-1;ash-2,14.04
2640,10.95,rrf-1;ash-2,15.3
2641,10.95,rrf-1;ash-2,14.57
2642,18.5,daf-2;daf-16,16.4
2643,18.5,daf-2;daf-16,20.8
2644,18.5,daf-2;daf-16,19.9
2645,26.5,daf-2;skn-1,18.5
2646,22.1,daf-2;skn-1,17.7
2647,21.5,daf-2;skn-1,15.3
2648,29.2,daf-2;skn-1,18.1
2649,24.9,daf-2;skn-1,20.3
2650,26.6,daf-2;skn-1,17.5
2651,26.7,daf-2;skn-1,18.5
2652,22.3,daf-2;skn-1,20.6
2653,22.3,daf-2;skn-1,19.0
2654,19.8,daf-2;skn-1,29.4
2655,25.7,daf-2;skn-1,17.1
2656,23.7,daf-2;skn-1,33.8
2657,22.1,daf-2;skn-1,16.7
2658,27.0,daf-2;skn-1,21.3
2659,23.9,daf-2;skn-1,30.1
2660,25.4,daf-2;skn-1,16.6
2661,23.6,daf-2;skn-1,17.1
2662,23.3,daf-16;daf-2;skn-1,16.5
2663,23.3,daf-2;skn-1,38.9
2664,24.5,daf-2;skn-1,20.3
2665,24.5,daf-2;daf-2,71.7
2666,24.5,daf-2;skn-1;daf-2,19.3
2667,22.9,daf-2;skn-1,16.6
2668,22.9,daf-2;daf-2,54.8
2669,22.9,daf-2;skn-1;daf-2,25.9
2670,11.5,fat-5;cyp-35A2,15.9
2671,14.1,eak-7;akt-1,25.5
2672,14.7,eak-7;daf-16,11.1
2673,14.7,eak-7;hsf-1,11.1
2674,14.7,eak-7;akt-1,28.3
2675,14.7,eak-7;akt-2,25.7
2676,14.7,eak-7;sgk-1,10.6
2677,14.7,akt-1;sgk-1,11.0
2678,15.8,eak-7;glp-1,49.7
2679,18.3,eak-7;glp-1,40.4
2680,15.3,eak-7;eak-3,21.8
2681,18.3,eak-7;eak-3,19.8
2682,15.0,eak-7;akt-2,24.3
2683,15.0,eak-7;sgk-1,12.9
2684,15.0,akt-1;sgk-1,14.2
2685,15.0,akt-1;akt-2,48.1
2686,14.0,eak-7;daf-16,11.1
2687,13.2,eak-7;smk-1,14.5
2688,14.6,eak-7;sdf-9,21.1
2689,18.6,eak-7;sdf-9,21.7
2690,15.3,eak-7;eak-6,22.5
2691,16.5,eak-7;eak-6,22.6
2692,14.7,eak-7;rle-1,15.1
2693,14.9,eak-7;rle-1,13.1
2694,20.0,daf-2;aak-2,17.2
2695,20.0,daf-2;aak-2,25.1
2696,20.0,daf-2;aak-2,29.4
2697,20.0,daf-16;aak-2,14.6
2698,19.4,daf-2;par-4,24.7
2699,20.0,daf-16;par-5,14.0
2700,20.0,daf-16;ftt-2,14.0
2701,20.0,sir-2.1;par-5,15.0
2702,20.0,sir-2.1;ftt-2,14.0
2703,20.0,sir-2.1;daf-16,14.0
2704,20.0,daf-2;par-5,38.0
2705,20.0,daf-2;ftt-2,38.0
2706,20.0,daf-2;daf-16,18.0
2707,20.0,sir-2.1;par-5,19.0
2708,20.0,sir-2.1;ftt-2,15.0
2709,20.0,sir-2.1;daf-16,15.0
2710,14.6,daf-2;elt-1,32.5
2711,14.6,daf-2;elt-2,15.0
2712,14.6,daf-2;elt-3,17.5
2713,14.6,daf-2;elt-5,13.8
2714,14.6,daf-2;elt-6,21.5
2715,14.6,daf-2;end-1,27.0
2716,14.6,daf-2;med-1,22.2
2717,14.6,daf-2;elt-1,25.7
2718,14.6,daf-2;elt-2,18.3
2719,14.6,daf-2;elt-3,14.7
2720,14.6,daf-2;elt-5,7.1
2721,14.6,daf-2;elt-6,23.5
2722,14.6,daf-2;end-1,15.5
2723,14.6,daf-2;end-3,23.1
2724,14.6,daf-2;med-1,30.5
2725,13.3,daf-2;elt-1,30.7
2726,13.3,daf-2;elt-2,20.1
2727,13.3,daf-2;elt-3,24.0
2728,13.3,daf-2;elt-5,5.2
2729,13.3,daf-2;elt-6,30.7
2730,13.3,daf-2;end-1,27.0
2731,13.3,daf-2;end-3,30.6
2732,13.3,daf-2;med-1,35.0
2733,16.1,daf-2;egl-27,16.4
2734,16.1,daf-2;egr-1,20.1
2735,15.5,daf-2;egl-27,24.6
2736,15.5,daf-2;egr-1,22.0
2737,18.1,daf-2;elt-3,20.0
2738,14.2,elt-3;daf-2,22.7
2739,12.5,eat-2;elt-3,11.8
2740,12.3,eat-2;elt-3,11.8
2741,15.5,daf-2;col-144,24.8
2742,15.5,daf-2;ugt-9,31.2
2743,14.0,daf-2;col-144,32.3
2744,14.0,daf-2;ugt-9,33.5
2745,17.2,eat-2;wwp-1,17.1
2746,18.7,wwp-1;pha-4,17.5
2747,18.7,wwp-1;pha-4,16.4
2748,18.7,wwp-1;pha-4,17.1
2749,18.1,wwp-1;daf-16,21.0
2750,19.4,wwp-1;daf-16,21.1
2751,18.4,isp-1;wwp-1,28.1
2752,18.8,eat-2;wwp-1,17.9
2753,18.8,eat-2;wwp-1,17.0
2754,21.7,eat-2;ubc-18,20.5
2755,21.7,eat-2;ubc-18,21.1
2756,21.7,isp-1;ubc-18,31.0
2757,18.7,wwp-1;ubc-18,19.1
2758,18.6,wwp-1;ubc-18,17.9
2759,18.74,daf-2;mekk-3,60.42
2760,16.87,daf-2;mekk-3,58.27
2761,16.36,daf-16;mekk-3,24.06
2762,16.36,daf-16;pdk-1,13.07
2763,17.04,daf-16;mekk-3,21.84
2764,16.87,daf-3;mekk-3,25.65
2765,18.99,daf-3;mekk-3,26.2
2766,18.99,daf-5;mekk-3,27.0
2767,18.99,daf-5;mekk-3,27.24
2768,18.99,daf-2;daf-3;mekk-3,73.85
2769,18.99,daf-2;daf-3;mekk-3,74.16
2770,16.24,eat-2;mekk-3,27.35
2771,19.02,eat-2;mekk-3,29.99
2772,19.02,eat-2;mekk-3,21.66
2773,16.24,eat-2;mekk-3,26.91
2774,16.65,eat-2;mekk-3,25.64
2775,16.24,eat-2;mekk-3,28.02
2776,19.02,mev-1;mekk-3,15.06
2777,16.24,mev-1;mekk-3,20.41
2778,19.02,gas-1;mekk-3,29.74
2779,16.56,gas-1;mekk-3,33.3
2780,16.56,clk-1;mekk-3,34.24
2781,16.41,clk-1;mekk-3,24.56
2782,16.56,skn-1;mekk-3,26.39
2783,18.21,skn-1;mekk-3,26.03
2784,17.48,nhr-49;mekk-3,15.49
2785,17.49,nhr-49;mekk-3,25.12
2786,17.48,nhr-8;mekk-3,12.71
2787,17.49,nhr-8;mekk-3,17.3
2788,17.48,aha-1;mekk-3,12.89
2789,17.49,aha-1;mekk-3,13.28
2790,17.48,ahr-1;mekk-3,14.92
2791,17.49,ahr-1;mekk-3,19.24
2792,17.48,ahr-1;mekk-3,20.96
2793,17.49,ahr-1;mekk-3,15.33
2794,17.48,pgp-3;mekk-3,18.63
2795,17.49,pgp-3;mekk-3,20.21
2796,17.48,pgp-3;mekk-3,19.67
2797,17.49,pgp-3;mekk-3,19.27
2798,19.69,hsf-1;mekk-3,31.78
2799,18.25,hsf-1;mekk-3,35.53
2800,17.48,eat-2;nhr-49,12.55
2801,18.28,eat-2;nhr-49,13.84
2802,18.37,eat-2;nhr-8,22.52
2803,17.59,eat-2;nhr-8,23.04
2804,19.02,rde-1;mekk-3,20.96
2805,16.24,rde-1;mekk-3,17.64
2806,16.56,rde-1;mekk-3,20.96
2807,19.6,rde-1;mekk-3,20.96
2808,18.28,rde-1;mekk-3,17.64
2809,20.91,nhr-49;mekk-3,13.67
2810,19.6,nhr-49;mekk-3,14.7
2811,20.91,daf-22;mekk-3,20.59
2812,19.6,daf-22;mekk-3,18.56
2813,12.76,daf-2;mekk-3,44.41
2814,11.91,daf-2;mekk-3,43.82
2815,18.76,daf-2;mekk-3,40.43
2816,18.74,daf-2;mekk-3,39.09
2817,20.34,glp-1;mekk-3,25.65
2818,20.49,glp-1;mekk-3,23.65
2819,25.1,sgk-1;daf-16,17.6
2820,25.1,akt-1;daf-16,15.3
2821,20.7,sgk-1;daf-16,13.1
2822,20.7,akt-1;daf-16,13.5
2823,16.6,sgk-1;daf-16,13.3
2824,20.3,akt-1;sgk-1,24.5
2825,18.7,hcf-1;sgk-1,22.0
2826,18.7,hcf-1;sgk-1,11.2
2827,18.7,hcf-1;sgk-1,11.5
2828,16.5,hsf-1;ddl-1,13.2
2829,18.0,hsf-1;ddl-2,15.4
2830,17.2,hsf-1;ddl-2,13.1
2831,18.5,hsb -1;hsf-1,11.2
2832,18.8,hsb -1;hsf-1,10.8
2833,19.0,hsb -1;ddl-1,28.1
2834,18.2,hsb -1;ddl-1,29.2
2835,19.5,hsb -1;ddl-2,29.2
2836,17.1,hsb -1;ddl-2,27.9
2837,16.8,ddl-1;ddl-2,24.0
2838,13.05,ddr-2;let-363,11.42
2839,15.97,ddr-2;let-363;daf-15,16.57
2840,14.04,ddr-2;let-363;daf-15,14.23
2841,18.56,ddr-2;rsks-1,25.15
2842,19.02,ddr-2;rsks-1,24.09
2843,17.22,ddr-2;rab-10,18.39
2844,16.56,ddr-2;rab-10,18.75
2845,17.22,ddr-2;sams-1,19.08
2846,16.56,ddr-2;sams-1,17.51
2847,16.49,pha-4;ddr-2,17.68
2848,14.04,pha-4;ddr-2,19.2
2849,17.41,sams-1;ddr-2,20.58
2850,18.44,sams-1;ddr-2,20.33
2851,18.76,rab-10;ddr-2,20.86
2852,21.68,rab-10;ddr-2,20.37
2853,21.68,sams-1;ddr-2,20.8
2854,12.0,age-1;fer-15;daf-16,13.0
2855,12.0,daf-2;daf-18,13.0
2856,19.0,daf-2;daf-18,16.0
2857,12.0,age-1;fer-15;daf-18,12.0
2858,19.0,daf-2;daf-20,50.0
2859,14.0,age-1;fer-15;daf-2,29.0
2860,25.0,age-1;fer-15;daf-2,49.0
2861,14.69,npr-1;gcy-35,20.24
2862,14.31,npr-1;gcy-35,23.61
2863,14.89,npr-1;gcy-35,22.54
2864,14.39,npr-1;gcy-35,20.06
2865,14.69,gcy-35;npr-1;tax-4,15.65
2866,14.31,gcy-35;npr-1;tax-4,13.26
2867,14.89,gcy-35;npr-1;tax-4,13.88
2868,14.39,gcy-35;npr-1;tax-4,15.0
2869,13.73,npr-1;gcy-35,21.21
2870,13.44,npr-1;gcy-35,19.55
2871,14.43,npr-1;gcy-35,18.03
2872,13.44,npr-1;gcy-35,17.95
2873,13.73,npr-1;gcy-35,17.86
2874,13.76,npr-1;gcy-35,19.26
2875,13.32,npr-1;gcy-35,18.43
2876,12.57,npr-1;gcy-35,22.46
2877,16.34,npr-1;gcy-35,22.46
2878,15.36,npr-1;gcy-35,18.43
2879,15.43,npr-1;gcy-35,19.26
2880,13.76,npr-1;gcy-33,12.73
2881,13.32,npr-1;gcy-33,14.47
2882,12.57,npr-1;gcy-33,13.89
2883,16.34,npr-1;gcy-33,13.12
2884,15.36,npr-1;gcy-33,10.4
2885,13.76,gcy-35;npr-1;gcy-33,10.06
2886,13.32,gcy-35;npr-1;gcy-33,11.55
2887,12.57,gcy-35;npr-1;gcy-33,10.59
2888,10.36,npr-1;gcy-35,15.79
2889,11.54,npr-1;gcy-35,14.0
2890,12.38,npr-1;gcy-35,15.38
2891,14.73,npr-1;gcy-35,14.69
2892,13.53,npr-1;gcy-35,14.69
2893,14.15,npr-1;gcy-35,14.95
2894,19.74,npr-1;gcy-35,20.53
2895,20.49,npr-1;gcy-35,22.45
2896,21.8,npr-1;gcy-35,21.67
2897,17.53,npr-1;gcy-35,20.73
2898,18.19,npr-1;gcy-35,20.52
2899,20.73,npr-1;gcy-35,17.6
2900,13.85,npr-1;gcy-35,18.69
2901,13.51,npr-1;gcy-35,18.65
2902,13.26,npr-1;gcy-35,18.81
2903,13.85,gcy-35;npr-1;daf-16,15.05
2904,13.51,gcy-35;npr-1;daf-16,15.24
2905,13.26,gcy-35;npr-1;daf-16,14.48
2906,13.85,npr-1;daf-16,16.03
2907,13.51,npr-1;daf-16,13.86
2908,13.26,npr-1;daf-16,14.0
2909,13.85,daf-16;npr-1;gcy-35,15.05
2910,13.51,daf-16;npr-1;gcy-35,15.24
2911,13.26,daf-16;npr-1;gcy-35,14.48
2912,13.85,daf-2;npr-1,31.74
2913,13.51,daf-2;npr-1,33.86
2914,13.26,daf-2;npr-1,25.06
2915,13.85,daf-2;gcy-35;npr-1,34.29
2916,13.51,daf-2;gcy-35;npr-1,28.43
2917,13.26,daf-2;gcy-35;npr-1,21.5
2918,14.69,npr-1;gcy-35,22.13
2919,15.41,npr-1;gcy-35,23.08
2920,14.03,npr-1;gcy-35,21.97
2921,13.67,npr-1;gcy-35,20.59
2922,13.48,npr-1;gcy-35,22.1
2923,14.69,npr-1;hif-1,12.23
2924,14.21,npr-1;hif-1,11.0
2925,13.27,npr-1;hif-1,10.28
2926,14.69,gcy-35;npr-1;hif-1,12.03
2927,14.21,gcy-35;npr-1;hif-1,11.74
2928,13.27,gcy-35;npr-1;hif-1,10.0
2929,13.48,npr-1;egl-9,10.85
2930,15.41,npr-1;egl-9,10.95
2931,14.03,npr-1;egl-9,9.84
2932,13.48,gcy-35;npr-1;egl-9,21.74
2933,15.41,gcy-35;npr-1;egl-9,23.16
2934,14.03,gcy-35;npr-1;egl-9,17.81
2935,31.0,daf-2;daf-16,25.0
2936,31.0,daf-2;egl-27,31.0
2937,14.7,sgk-1;daf-2,36.0
2938,14.7,sgk-1;age-1,30.0
2939,17.5,sgk-1;daf-16,18.8
2940,14.7,akt-1;akt-2;sgk-1,22.7
2941,14.7,daf-16;sgk-1,11.4
2942,18.7,trpa-1;daf-16,15.8
2943,18.7,trpa-1;daf-16,16.0
2944,22.8,trpa-1;daf-16,20.2
2945,19.8,daf-16;pkc-2,14.6
2946,19.8,daf-16;pkc-2,15.1
2947,19.9,daf-16;pkc-2,17.2
2948,19.9,daf-16;pkc-2,16.7
2949,19.6,sgk-1;trpa-1,15.8
2950,19.6,sgk-1;pkc-2,15.7
2951,19.7,sgk-1;trpa-1,18.7
2952,19.7,sgk-1;pkc-2,17.5
2953,20.4,sgk-1;daf-16,17.7
2954,19.8,sgk-1;daf-16,13.8
2955,21.6,skn-1;trpa-1,19.2
2956,21.6,skn-1;pkc-2,19.2
2957,21.37,pha-4;trpa-1,18.27
2958,21.37,pha-4;pkc-2,17.24
2959,21.25,hsf-1;trpa-1,20.5
2960,21.25,hsf-1;pkc-2,11.87
2961,15.35,cmk-1;trpa-1,24.28
2962,15.35,cmk-1;trpa-1,22.85
2963,19.65,unc-43;trpa-1,22.41
2964,18.66,trpa-1;pkc-2,25.33
2965,27.18,trpa-1;pkc-2,22.81
2966,20.0,trpa-1;pkc-2,16.0
2967,14.37,trpa-1;pkc-2,13.95
2968,20.66,akt-1;trpa-1,28.0
2969,18.18,akt-2;trpa-1,28.78
2970,19.33,jnk-1;trpa-1,18.88
2971,20.55,trpa-1;sgk-1,25.27
2972,20.55,pkc-2;sgk-1,25.27
2973,21.09,daf-2;trpa-1,36.72
2974,21.09,daf-2;trpa-1,45.81
2975,10.2,vang-1;skn-1,13.0
2976,10.2,vang-1;daf-16,12.0
2977,21.4,vang-1;daf-16,22.5
2978,10.2,vang-1;daf-2,25.6
2979,12.8,rrf-1;vang-1,14.6
2980,17.3,sea-2;daf-16,12.1
2981,17.3,sea-2;daf-2;daf-16,13.1
2982,20.9,daf-9;daf-3,37.5
2983,23.9,daf-9;daf-16,26.9
2984,22.8,daf-9;daf-12,23.9
2985,12.6,daf-15; dpy-20;daf-2; dpy-20,31.4
2986,12.6,daf-15; dpy-20;daf-16; dpy-20,10.0
2987,17.39,mdl-1;mxl-2,16.08
2988,17.39,mxl-1;mxl-2,16.08
2989,13.5,mxl-1;daf-16,13.9
2990,13.5,daf-16;mxl-1,13.7
2991,13.5,mxl-2;daf-16,13.6
2992,13.5,daf-16;mxl-2,14.2
2993,14.8,daf-2;mxl-2,27.6
2994,14.8,daf-2;mml-1,27.2
2995,20.0,daf-2;mxl-2,28.0
2996,20.0,mxl-1;daf-2;daf-2,70.0
2997,17.85,mxl-1;pha,12.5
2998,17.85,mxl-2;pha,11.78
2999,20.0,eat-2;mxl-2,17.39
3000,20.0,eat-2;mml-1,21.7
3001,20.0,eat-2;mxl-2,18.8
3002,20.0,eat-2;mxl-1,30.0
3003,20.0,eat-2;mdl-1,32.0
3004,20.0,eat-2;mxl-1,29.3
3005,12.67,rrf-3;daf-16;ttr-5,9.74
3006,12.67,rrf-3;daf-16;epc-1,8.85
3007,12.67,rrf-3;daf-16;pod-1,7.5
3008,12.67,rrf-3;daf-16;acs-5,10.93
3009,12.67,rrf-3;daf-16;Y119D3_446.d,9.97
3010,12.67,rrf-3;daf-16;daf-2,9.72
3011,12.67,rrf-3;daf-16;Y71H2_390.d,11.0
3012,12.67,rrf-3;daf-16;ral-1,10.84
3013,12.67,rrf-3;daf-16;T28D6.4,11.43
3014,12.67,rrf-3;daf-16;K12H4.5,13.67
3015,12.67,rrf-3;daf-16;T28A8.6,11.88
3016,12.67,rrf-3;daf-16;pat-4,13.42
3017,12.67,rrf-3;daf-16;Y66A7A1,12.21
3018,12.67,rrf-3;daf-16;Y71H2_388.c,19.74
3019,11.73,rrf-3;daf-16;grl-19,9.6
3020,11.73,rrf-3;daf-16;asm-3,10.35
3021,11.73,rrf-3;daf-16;cutl-28,8.71
3022,11.73,rrf-3;daf-16;F42A6.1,10.58
3023,11.73,rrf-3;daf-16;B0546.3,10.53
3024,11.73,rrf-3;daf-16;aat-2,9.0
3025,11.73,rrf-3;daf-16;C46G7.2,8.93
3026,11.73,rrf-3;daf-16;K07H8.8,9.42
3027,11.73,rrf-3;daf-16;F49C12.9,10.38
3028,11.73,rrf-3;daf-16;T05A1.5,10.23
3029,11.73,rrf-3;daf-16;inx-8,10.03
3030,11.73,rrf-3;daf-16;inx-9,9.54
3031,11.73,rrf-3;daf-16;spe-26,9.58
3032,11.73,rrf-3;daf-16;R10H10.7,9.4
3033,11.73,rrf-3;daf-16;C42C1.3,10.58
3034,11.73,rrf-3;daf-16;amt-2,10.94
3035,11.73,rrf-3;daf-16;Y45F10D.8,10.54
3036,11.73,rrf-3;daf-16;set-26,11.38
3037,11.73,rrf-3;daf-16;W03G1.5,12.76
3038,11.73,rrf-3;daf-16;elt-6,11.41
3039,11.73,rrf-3;daf-16;tes-1,12.38
3040,11.73,rrf-3;daf-16;mrlp-1,11.96
3041,11.73,rrf-3;daf-16;acdh-13,13.16
3042,11.73,rrf-3;daf-16;rps-23,17.15
3043,11.73,rrf-3;daf-16;qars-1,11.68
3044,11.73,rrf-3;daf-16;ogdh-1,19.52
3045,11.73,rrf-3;daf-16;F13B6.1,16.53
3046,11.73,rrf-3;daf-16;F08B4.7,12.81
3047,11.73,rrf-3;daf-16;tkt-1,12.47
3048,11.73,rrf-3;daf-16;mars-1,13.62
3049,11.73,rrf-3;daf-16;scl-8,12.24
3050,11.73,rrf-3;daf-16;dld-1,19.76
3051,11.73,rrf-3;daf-16;Y69A2A_2991.c,12.14
3052,17.1,hlh-30;tor,17.8
3053,18.7,hlh-30;tor,17.0
3054,21.6,hlh-30;tor,19.3
3055,14.4,hlh-30;glp-1,17.7
3056,16.0,hlh-30;glp-1,16.7
3057,19.2,hlh-30;glp-1,17.6
3058,17.6,hlh-30;glp-1,16.6
3059,14.16,glp-1;vha-16,14.16
3060,17.5,glp-1;vha-16,13.8
3061,16.8,glp-1;vha-16,14.8
3062,16.1,glp-1;vha-16,15.0
3063,17.42,glp-1;lmp-1,15.42
3064,16.7,glp-1;lmp-1,17.2
3065,17.9,glp-1;lmp-1,16.6
3066,15.8,glp-1;lmp-1,18.3
3067,17.22,rsks-1;atg-18,17.22
3068,17.9,rsks-1;atg-18,18.4
3069,17.3,rsks-1;atg-18,16.5
3070,15.4,rsks-1;atg-18,16.0
3071,16.3,clk-1;hif-1,15.5
3072,14.4,isp-1;hif-1,15.9
3073,15.3,clk-1;aha-1,15.3
3074,15.8,isp-1;aha-1,18.0
3075,16.3,clk-1;vhl-1,23.0
3076,14.4,isp-1;vhl-1,23.6
3077,14.4,clk-1;egl-9,19.0
3078,16.3,isp-1;egl-9,22.6
3079,15.3,clk-1;hif-1,16.5
3080,15.8,isp-1;hif-1,18.4
3081,18.1,clk-1;hif-1,28.0
3082,18.1,isp-1;hif-1,20.2
3083,16.8,cyc-1;hif-1,27.3
3084,19.6,cco-1;hif-1,28.2
3085,15.3,daf-1;hif-1,40.0
3086,15.8,eat-2;hif-1,27.0
3087,15.3,osm-5;hif-1,20.4
3088,15.3,glp-1;hif-1,22.0
3089,15.3,clk-1;vhl-1,20.4
3090,15.3,isp-1;vhl-1,26.1
3091,15.3,clk-1;egl-1,20.2
3092,15.3,isp-1;egl-1,26.0
3093,23.6,ifg-1;sca-1,16.1
3094,23.6,ifg-1;unc-70,25.3
3095,22.9,ifg-1;let-711,19.8
3096,23.6,ifg-1;fasn-1,23.4
3097,22.6,ifg-1;mdt-15,18.5
3098,22.6,ifg-1;chc-1,23.7
3099,19.7,aak-2;igf-1,17.3
3100,25.4,daf-16;ifg-1,16.9
3101,20.3,ifg-1;daf-2,44.8
3102,20.3,ifg-1;daf-16,15.8
3103,20.3,ifg-1;sca-1,16.7
3104,20.3,ifg-1;fasn-1,20.0
3105,20.3,ifg-1;unc-70,22.0
3106,20.3,ifg-1;chc-1,22.1
3107,20.3,ifg-1;let-711,21.0
3108,20.3,ifg-1;mdt-15,16.0
3109,20.3,ifg-1;ifg-1,29.2
3110,20.3,daf-16;daf-2,12.9
3111,20.3,daf-16;daf-16,12.7
3112,20.3,daf-16;sca-1,12.7
3113,20.3,daf-16;fasn-1,12.1
3114,20.3,daf-16;unc-70,12.6
3115,20.3,daf-16;chc-1,12.6
3116,20.3,daf-16;let-711,12.1
3117,20.3,daf-16;mdt-15,12.1
3118,20.3,daf-16;ifg-1,14.2
3119,20.3,aak-2;daf-2,23.3
3120,20.3,aak-2;daf-16,11.3
3121,20.3,aak-2;sca-1,18.1
3122,20.3,aak-2;fasn-1,17.9
3123,20.3,aak-2;unc-70,17.3
3124,20.3,aak-2;chc-1,17.6
3125,20.3,aak-2;let-711,17.3
3126,20.3,aak-2;mdt-15,12.2
3127,20.3,aak-2;ifg-1,21.9
3128,20.3,rsks-1;sca-1,24.3
3129,20.3,rsks-1;fasn-1,18.9
3130,20.3,rsks-1;unc-70,29.4
3131,20.3,rsks-1;chc-1,23.0
3132,20.3,rsks-1;let-711,28.1
3133,20.3,rsks-1;mdt-15,19.3
3134,20.3,daf-2;daf-2,49.4
3135,20.3,daf-2;daf-16,17.6
3136,20.3,daf-2;sca-1,39.8
3137,20.3,daf-2;fasn-1,30.3
3138,20.3,daf-2;unc-70,47.6
3139,20.3,daf-2;chc-1,37.9
3140,20.3,daf-2;let-711,34.7
3141,20.3,daf-2;mdt-15,30.0
3142,20.3,isp-1;daf-2,41.1
3143,20.3,isp-1;daf-16,27.0
3144,20.3,isp-1;sca-1,29.4
3145,20.3,isp-1;fasn-1,30.1
3146,20.3,isp-1;unc-70,29.7
3147,20.3,isp-1;chc-1,29.6
3148,20.3,isp-1;let-711,25.5
3149,20.3,isp-1;mdt-15,25.4
3150,20.3,isp-1;ifg-1,30.6
