,Wild Lifespan,Gene(s),Mutant Lifespan
4377,14.7,D1069.3;daf-2; daf-16,10.1
4378,14.7,C38C3.5;daf-2; daf-16,10.8
4379,14.7,R12B2.6;daf-2; daf-16,10.6
4380,14.7,W06E11.4;daf-2; daf-16,9.5
4381,14.7,"F20H11.3, mdh-1;daf-2; daf-16",9.7
4382,14.7,"Y6D11A.2, arx-4;daf-2",13.8
4383,14.7,M05B5.2;daf-2,20.4
4384,14.7,F43D2.1;daf-2,24.2
4385,14.7,Y39G10AL.3;daf-2,28.8
4386,14.7,"C35C5.1, sdc-2;daf-2",32.3
4387,14.7,"F25D7.3, blmp-1;daf-2",32.4
4388,14.7,"Y6D11A.2, arx-4;daf-2; daf-16",4.9
4389,14.7,M05B5.2;daf-2; daf-16,5.5
4390,14.7,F43D2.1;daf-2; daf-16,6.4
4391,14.7,Y39G10AL.3;daf-2; daf-16,8.2
4392,14.7,"C35C5.1, sdc-2;daf-2; daf-16",76.0
4393,14.7,"F25D7.3, blmp-1;daf-2; daf-16",7.8
4394,14.7,"T23F2.1, tag-249;daf-2",7.2
4395,14.7,"Y80D3A.5, cyp-42A1;daf-2",8.6
4396,14.7,F33H2.8;daf-2,8.7
4397,14.7,"C03D6.3, cel-1;daf-2",8.9
4398,14.7,"H04M03.4, glf-1;daf-2",10.0
4399,14.7,"Y53C10A.12, hsf-1;daf-2",10.1
4400,14.7,T19B10.2;daf-2,10.6
4401,14.7,W04G3.2;daf-2,10.7
4402,14.7,C06A5.1;daf-2,11.1
4403,14.7,Y65B4A.3;daf-2,11.3
4404,14.7,C26B9.3;daf-2,12.2
4405,14.7,Y39C12A.2;daf-2,12.3
4406,14.7,"F19B6.2, ufd-1;daf-2",12.4
4407,14.7,C33H5.18;daf-2,12.7
4408,14.7,"Y66H1B.4, spl-1;daf-2",13.9
4409,14.7,"F28B12.3, vrk-1;daf-2",17.5
4410,14.7,F30A10.10;daf-2,18.4
4411,14.7,"W03C9.3, rab-7;daf-2",19.7
4412,14.7,CD4.4;daf-2,20.4
4413,14.7,C40H5.6;daf-2,20.5
4414,14.7,"Y56A3A.1, ntl-3;daf-2",21.1
4415,14.7,T27F7.1;daf-2,21.2
4416,14.7,F55B12.4;daf-2,21.8
4417,14.7,ZC250.3;daf-2,22.4
4418,14.7,C11H1.3;daf-2,22.7
4419,14.7,"C41G7.1, smn-1;daf-2",22.7
4420,14.7,"C10G11.5, pnk-1;daf-2",22.7
4421,14.7,Y77E11A.7;daf-2,22.8
4422,14.7,Y57G11C.13;daf-2,22.9
4423,14.7,"DY3.2, lmn-1;daf-2",23.0
4424,14.7,"M04B2.1, mep-1;daf-2",23.2
4425,14.7,"F40G9.11, mxl-2;daf-2",23.3
4426,14.7,"Y57G11C.10, gdi-1;daf-2",23.3
4427,14.7,"T01G9.4, npp-2;daf-2",23.3
4428,14.7,"F20H11.2, nsh-1;daf-2",23.3
4429,14.7,Y57A10A.19;daf-2,23.4
4430,14.7,"T27C4.4, egr-1;daf-2",23.6
4431,14.7,C01F1.1;daf-2,23.8
4432,14.7,C07A9.2;daf-2,23.9
4433,14.7,"ZC518.3, ccr-4;daf-2",23.9
4434,14.7,"K12D12.2, npp-3;daf-2",24.4
4435,14.7,"K12D12.3, col-84;daf-2",24.4
4436,14.7,F37C4.4;daf-2,25.0
4437,14.7,C27F2.5;daf-2,25.4
4438,14.7,H27M09.1;daf-2,26.2
4439,14.7,B0395.2;daf-2,27.2
4440,14.7,Y47G6A.18;daf-2,27.3
4441,14.7,"ZK593.7, lsm-7;daf-2",27.7
4442,14.7,"F17C11.8, tag-318;daf-2",27.7
4443,14.7,Y55F3AM.3;daf-2,27.8
4444,14.7,T22B11.2;daf-2,28.8
4445,14.7,"F32A5.1, ada-2;daf-2",28.8
4446,14.7,"F32A5.7, lsm-4;daf-2",28.8
4447,14.7,"Y65B4BR.4, wwp-1;daf-2",29.0
4448,14.7,"T10F2.3, ulp-1;daf-2",29.5
4449,14.7,M03F4.7;daf-2,30.0
4450,14.7,"C06G1.4, ain-1;daf-2",31.1
4451,14.7,"T23F2.1, tag-249;daf-2; daf-16",5.3
4452,14.7,"Y80D3A.5, cyp-42A1;daf-2; daf-16",6.2
4453,14.7,F33H2.8;daf-2; daf-16,8.1
4454,14.7,"C03D6.3, cel-1;daf-2; daf-16",8.3
4455,14.7,"H04M03.4, glf-1;daf-2; daf-16",6.5
4456,14.7,"Y53C10A.12, hsf-1;daf-2; daf-16",5.4
4457,14.7,T19B10.2;daf-2; daf-16,6.9
4458,14.7,W04G3.2;daf-2; daf-16,6.9
4459,14.7,C06A5.1;daf-2; daf-16,7.4
4460,14.7,Y65B4A.3;daf-2; daf-16,6.4
4461,14.7,C26B9.3;daf-2; daf-16,8.1
4462,14.7,Y39C12A.2;daf-2; daf-16,5.7
4463,14.7,"F19B6.2, ufd-1;daf-2; daf-16",5.6
4464,14.7,C33H5.18;daf-2; daf-16,8.4
4465,14.7,"Y66H1B.4, spl-1;daf-2; daf-16",8.1
4466,14.7,"F28B12.3, vrk-1;daf-2; daf-16",8.6
4467,14.7,F30A10.10;daf-2; daf-16,8.0
4468,14.7,"W03C9.3, rab-7;daf-2; daf-16",8.0
4469,14.7,CD4.4;daf-2; daf-16,7.5
4470,14.7,C40H5.6;daf-2; daf-16,8.3
4471,14.7,"Y56A3A.1, ntl-3;daf-2; daf-16",9.1
4472,14.7,T27F7.1;daf-2; daf-16,7.1
4473,14.7,F55B12.4;daf-2; daf-16,8.4
4474,14.7,ZC250.3;daf-2; daf-16,7.3
4475,14.7,C11H1.3;daf-2; daf-16,8.4
4476,14.7,"C41G7.1, smn-1;daf-2; daf-16",8.5
4477,14.7,"C10G11.5, pnk-1;daf-2; daf-16",8.0
4478,14.7,Y77E11A.7;daf-2; daf-16,8.6
4479,14.7,Y57G11C.13;daf-2; daf-16,9.2
4480,14.7,"DY3.2, lmn-1;daf-2; daf-16",8.6
4481,14.7,"M04B2.1, mep-1;daf-2; daf-16",8.4
4482,14.7,"F40G9.11, mxl-2;daf-2; daf-16",7.1
4483,14.7,"Y57G11C.10, gdi-1;daf-2; daf-16",9.4
4484,14.7,"T01G9.4, npp-2;daf-2; daf-16",7.7
4485,14.7,"F20H11.2, nsh-1;daf-2; daf-16",7.6
4486,14.7,Y57A10A.19;daf-2; daf-16,8.1
4487,14.7,"T27C4.4, egr-1;daf-2; daf-16",7.4
4488,14.7,C01F1.1;daf-2; daf-16,8.4
4489,14.7,C07A9.2;daf-2; daf-16,8.3
4490,14.7,"ZC518.3, ccr-4;daf-2; daf-16",8.4
4491,14.7,"K12D12.2, npp-3;daf-2; daf-16",8.7
4492,14.7,"K12D12.3, col-84;daf-2; daf-16",8.7
4493,14.7,F37C4.4;daf-2; daf-16,8.7
4494,14.7,C27F2.5;daf-2; daf-16,8.9
4495,14.7,H27M09.1;daf-2; daf-16,9.1
4496,14.7,B0395.2;daf-2; daf-16,8.6
4497,14.7,Y47G6A.18;daf-2; daf-16,8.6
4498,14.7,"ZK593.7, lsm-7;daf-2; daf-16",8.9
4499,14.7,"F17C11.8, tag-318;daf-2; daf-16",8.9
4500,14.7,Y55F3AM.3;daf-2; daf-16,9.2
4501,14.7,T22B11.2;daf-2; daf-16,9.3
4502,14.7,"F32A5.1, ada-2;daf-2; daf-16",8.6
4503,14.7,"F32A5.7, lsm-4;daf-2; daf-16",8.6
4504,14.7,"Y65B4BR.4, wwp-1;daf-2; daf-16",9.3
4505,14.7,"T10F2.3, ulp-1;daf-2; daf-16",8.6
4506,14.7,M03F4.7;daf-2; daf-16,8.3
4507,14.7,"C06G1.4, ain-1;daf-2; daf-16",8.8
4508,14.7,Y59A8B.2;daf-2,14.4
4509,14.7,T14G10.1;daf-2,26.4
4510,14.7,Y59A8B.2;daf-2; daf-16,7.5
4511,14.7,T14G10.1;daf-2; daf-16,8.9
4512,14.8,asm-3;daf-16,13.7
4513,16.2,asm-3;daf-2,40.1
4514,19.4,asm-3;age-1,69.6
4515,14.4,asm-3;pdk-1,21.7
4516,15.7,asm-3;akt-1,14.8
4517,17.4,asm-1;asm-3;rrf-3,22.7
4518,17.4,asm-2;asm-3;rrf-3,22.3
4519,17.4,daf-16;asm-3;rrf-3,12.8
4520,22.7,sod-3;daf-2,57.3
4521,22.7,sod-2;daf-2,41.0
4522,22.7,sod-2;daf-2;sod-3,56.3
4523,22.7,sod-4;daf-2,63.7
4524,13.37,akt-1;rict-1,21.62
4525,13.37,akt-1;rict-1,22.7
4526,13.37,daf-16;rict-1,6.78
4527,13.37,daf-16;rict-1,6.8
4528,20.0,hif-1;egl-9,19.2
4529,20.0,hif-1;daf-16,14.8
4530,20.0,hif-1;skn-1,14.8
4531,20.0,hif-1;daf-2,34.0
4532,17.7,sod-2;sod-1,29.3
4533,17.7,sod-3;sod-1,21.0
4534,17.7,sod-4;sod-1,17.5
4535,17.7,sod-5;sod-1,18.2
4536,17.7,sod-3;sod-2,25.1
4537,17.7,sod-4;sod-2,26.8
4538,17.7,sod-5;sod-2,24.6
4539,17.7,sod-5;sod-3,20.0
4540,17.7,sod-1;sod-2;sod-4,23.3
4541,17.7,sod-1;sod-3;sod-5,18.9
4542,17.7,sod-2;sod-3;sod-5,20.3
4543,17.7,sod-2;daf-2,63.5
4544,17.7,sod-2;clk-1,43.7
4545,17.7,sod-2;isp-1,16.9
4546,17.7,sod-2;eat-2,41.0
4547,17.7,sod-2;glp-1,38.4
