Wild Lifespan,Gene(s),Mutant Lifespan
15.1,daf-16,
15.1,prmt-1,
16.1,daf-16,
16.1,prmt-1,
19.9,hsf-1,9.2
19.4,rsks-1,22.4
20.2,rsks-1,25.2
16.9,hsf-1,6.3
18.2,hsf-1,5.8
19.4,daf-16,12.2
20.2,daf-16,13.3
17.7,aak-2,16.3
17.8,aak-2,14.5
17.8,hsf-1,10.3
16.2,hsf-1,7.6
18.6,daf-15,24.1
18.7,daf-15,22.3
18.6,ragc-1,23.2
18.7,ragc-1,23.4
18.4,rps-6,20.0
17.7,rps-6,19.4
18.4,rps-15,20.4
17.7,rps-15,20.5
17.8,hsp-16.1;hsp-16.2;hsp-16.11,16.9
16.2,hsp-16.1;hsp-16.2;hsp-16.11,14.5
17.8,hsp-70,18.9
16.2,hsp-70,19.4
16.9,hsf-1,11.3
18.2,hsf-1,10.8
19.9,daf-16,14.6
20.3,daf-16,15.5
17.8,daf-16,12.5
16.2,daf-16,10.8
16.5,pqm-1,14.61
16.5,daf-16,13.15
16.5,daf-2,31.88
11.97,daf-2,29.51
19.89,daf-2,30.86
19.89,daf-9,17.95
19.89,daf-2,30.86
17.08,daf-9,14.16
22.64,ife-2,
22.3,ifg-1,27.91
22.43,skn-1,19.87
22.28,skn-1,17.94
22.51,ife-2,
23.55,ifg-1,
23.55,ifg-1,
22.62,eif-1,
22.62,eif-1,
10.0,daf-16,8.4
13.3,daf-2,22.4
12.2,skn-1,11.3
12.9,skn-1,11.8
20.0,elt-3,17.0
15.82,cep-1,16.63
11.5,aakg-4,11.8
14.3,daf-2,29.1
14.2,daf-2,31.2
13.5,daf-2,29.8
14.4,daf-2,28.7
15.1,daf-2,28.0
11.1,aakg-4,11.2
11.8,aakg-4,12.4
11.7,aakg-4,
11.3,aakg-4,
9.7,aakg-5,10.7
9.7,aakg-4,10.2
9.7,aakg-5,10.7
9.9,aakg-4,9.9
9.9,aakg-5,10.0
9.9,aakg-5,10.0
9.9,aakg-4,10.4
9.9,aakg-5,10.0
20.49,isp-1; ctb-1,27.23
20.49,isp-1; ctb-1,27.23
20.49,isp-1; ctb-1,27.23
17.78,isp-1; ctb-1,25.98
17.78,isp-1; ctb-1,25.98
17.78,isp-1; ctb-1,25.98
17.78,isp-1; ctb-1,25.98
17.78,isp-1; ctb-1,25.98
17.78,isp-1; ctb-1,25.98
19.28,isp-1; ctb-1,29.63
19.28,isp-1; ctb-1,29.63
19.28,isp-1; ctb-1,29.63
17.49,isp-1; ctb-1,23.98
17.49,isp-1; ctb-1,23.98
17.49,isp-1; ctb-1,23.98
17.09,isp-1; ctb-1,21.74
17.09,isp-1; ctb-1,21.74
17.09,isp-1; ctb-1,21.74
17.79,isp-1,25.43
17.79,isp-1,25.43
17.79,isp-1,25.43
17.79,isp-1,25.43
17.79,isp-1,25.43
18.72,isp-1,25.5
18.72,isp-1,25.5
18.72,isp-1,25.5
18.72,isp-1,25.5
18.72,isp-1,25.5
16.76,isp-1,25.15
16.76,isp-1,25.15
15.61,isp-1,19.63
15.61,isp-1,19.63
13.0,eak-4,13.5
13.0,sdf-9,13.75
13.0,sdf-9,13.75
13.0,eak-6,13.5
18.04,vhl-1,25.53
16.88,vhl-1,22.83
18.67,vhl-1,25.94
20.13,vhl-1,22.98
17.99,vhl-1,24.28
22.46,vhl-1,31.51
24.45,vhl-1,32.81
22.39,vhl-1,27.43
21.19,vhl-1,26.38
26.0,vhl-1,28.77
22.67,vhl-1,27.5
23.32,vhl-1,30.31
31.07,vhl-1,45.45
34.48,vhl-1,49.7
28.69,vhl-1,47.5
33.28,vhl-1,51.79
31.98,vhl-1,48.51
18.04,daf-16,14.98
18.65,daf-16,15.83
20.13,daf-16,16.68
18.73,daf-16,15.47
20.64,daf-16,18.75
21.19,daf-16,20.15
26.0,daf-16,18.19
22.67,daf-16,18.45
22.87,daf-16,18.57
31.07,daf-16,29.61
34.48,daf-16,30.98
28.69,daf-16,28.9
33.28,daf-16,32.91
31.98,daf-16,30.34
15.2,ftt-2,11.66
15.2,par-5,15.44
15.2,daf-2,39.92
15.2,daf-16,10.21
13.1,hcf-1,18.0
13.6,daf-16,9.9
13.9,hcf-1,18.6
14.5,daf-2,27.4
14.5,age-1,21.1
14.7,hcf-1,19.3
14.7,hcf-1,19.3
13.4,hcf-1,15.6
13.6,hcf-1,17.5
16.66,frh-1,19.66
17.33,frh-1,21.33
17.0,atp-3,5.0
15.0,frh-1,21.5
13.75,frh-1,21.0
15.0,frh-1,20.0
15.0,frh-1,25.0
15.9,frh-1,20.4
15.9,atp-3,8.4
15.9,isp-1,25.3
15.9,cco-1,24.9
17.0,atp-3,7.0
16.3,frh-1,21.3
16.3,atp-3,5.3
16.3,frh-1,21.3
16.3,atp-3,5.3
20.0,hlh-30,18.0
17.1,sir-2.1,15.5
16.2,sir-2.1,15.4
17.6,sir-2.1,
17.6,sir-2.1,
17.6,daf-16,
17.6,daf-16,
17.6,sir-2.1,
17.6,sir-2.1,
16.2,sir-2.1,15.4
18.2,sir-2.1,17.9
17.5,bec-1,18.9
22.9,vps-34,24.5
22.9,vps-34,24.5
22.9,vps-34,24.5
17.5,bec-1,18.9
17.5,bec-1,18.9
22.9,bec-1,23.6
19.7,bec-1,19.0
19.5,bec-1,18.5
24.5,vps-34,22.9
24.5,vps-34,22.9
24.5,vps-34,22.9
24.5,vps-34,22.9
19.8,bec-1,19.8
21.4,bec-1,18.2
21.4,bec-1,18.2
19.9,bec-1,18.0
20.6,bec-1,18.0
21.4,bec-1,21.1
20.6,bec-1,19.7
22.9,bec-1,23.6
22.9,vps-34,24.5
17.5,bec-1,16.2
17.5,vps-34,15.0
17.5,bec-1,18.9
19.7,bec-1,19.0
19.5,bec-1,18.5
19.8,bec-1,19.8
14.6,aak-2,21.98
19.02,tax-6,24.45
21.1,aak-2,26.75
22.98,tax-6,24.46
20.0,xbp-1,16.0
18.63,xbp-1,16.43
20.0,xbp-1,17.23
17.33,daf-16,13.33
16.8,daf-16,13.2
21.5,hsf-1,16.0
11.81,sod-1;sod-2;sod-3;sod-4;sod-5,13.63
20.52,pmk-1,21.05
21.33,gpdh-1;gpdh-2,26.0
21.57,daf-16,15.78
21.87,nhl-1,14.37
21.66,egl-27,18.88
19.0,cye-1,26.1
18.9,cye-1,24.2
18.9,cye-1,24.2
19.9,cye-1,24.0
19.9,cye-1,24.0
19.4,cye-1,25.3
19.4,cye-1,25.3
19.4,cye-1,25.5
19.3,cye-1,25.0
19.1,cdk-2,25.6
19.1,cye-1,23.6
18.8,cdk-2,24.1
19.3,cye-1,23.8
19.4,cdk-2,24.6
19.5,cdk-2,24.6
18.3,cdk-2,25.6
19.3,cdk-2,22.7
18.0,cye-1,24.9
19.5,cye-1,27.0
18.9,cye-1,26.6
18.9,cdk-2,26.1
19.3,cye-1,25.8
19.3,cdk-2,25.3
19.3,cye-1,25.2
19.3,cye-1,25.2
18.5,cye-1,23.4
18.5,cye-1,23.4
20.4,cye-1,24.3
20.4,cye-1,24.3
19.3,cye-1,23.6
19.3,cye-1,23.6
20.1,cye-1,26.7
20.1,cye-1,26.7
18.8,cye-1,24.2
18.8,cye-1,24.2
20.1,cye-1,27.1
20.1,cdk-2,26.3
18.8,cye-1,24.4
18.8,cdk-2,23.3
19.0,cye-1,25.7
19.6,cye-1,24.3
19.0,cye-1,24.2
19.1,cye-1,23.1
19.5,cye-1,23.7
19.4,cye-1,24.5
18.9,cye-1,23.5
18.6,cdk-2,23.5
20.4,cdk-2,25.5
20.3,Y39G10AR.8,25.2
20.3,D2085.3,24.0
20.3,D2013.7,25.9
20.3,C09D4.5,22.5
20.3,W01B11.3,23.4
20.3,F59C6.4,22.7
20.3,Y48G1A.4,24.5
20.3,C47D12.6,22.8
20.3,F22D6.3,22.5
20.3,C48E7.2,25.5
20.3,F14B4.3,23.4
20.3,R53.4,24.3
20.3,F59C6.5,23.6
20.3,ZK973.10,23.7
20.3,C01F1.2,25.0
20.3,K01C8.6,23.7
20.3,F59A3.3,23.1
20.3,B0511.8,24.5
20.3,Y47G6A.10,25.2
20.3,F26E4.4,23.8
20.3,C56E6.1,23.5
20.3,K11B4.1,23.6
20.3,B0491.5,23.6
20.3,Y39G10AR.8,25.2
20.3,D2085.3,24.0
20.3,D2013.7,25.9
20.3,C09D4.5,22.5
20.3,W01B11.3,23.4
20.3,F59C6.4,22.7
20.3,Y48G1A.4,24.5
20.3,C47D12.6,22.8
20.3,F22D6.3,22.5
20.3,C48E7.2,25.5
20.3,F14B4.3,23.4
20.3,R53.4,24.3
20.3,F59C6.5,23.6
20.3,ZK973.10,23.7
20.3,C01F1.2,25.0
20.3,K01C8.6,23.7
20.3,F59A3.3,23.1
20.3,B0511.8,24.5
20.3,Y47G6A.10,25.2
20.3,F26E4.4,23.8
20.3,C56E6.1,23.5
20.3,K11B4.1,23.6
20.3,B0491.5,23.6
20.3,Y39G10AR.8,25.2
20.3,D2085.3,24.0
20.3,D2013.7,25.9
20.3,C09D4.5,22.5
20.3,W01B11.3,23.4
20.3,F59C6.4,22.7
20.3,Y48G1A.4,24.5
20.3,C47D12.6,22.8
20.3,F22D6.3,22.5
20.3,C48E7.2,25.5
20.3,F14B4.3,23.4
20.3,R53.4,24.3
20.3,F59C6.5,23.6
20.3,ZK973.10,23.7
20.3,C01F1.2,25.0
20.3,K01C8.6,23.7
20.3,F59A3.3,23.1
20.3,B0511.8,24.5
20.3,Y47G6A.10,25.2
20.3,F26E4.4,23.8
20.3,C56E6.1,23.5
20.3,K11B4.1,23.6
20.3,B0491.5,23.6
15.9,daf-2,32.1
32.6,daf-2,45.3
20.8,eat-2,29.4
20.8,nuo-6,33.9
20.8,isp-1,32.9
21.6,isp-1,33.0
21.6,nuo-6,32.7
21.6,nuo-6,32.7
14.66,clk-2,24.66
17.93,clk-3,22.66
17.93,clk-4,30.34
18.62,clk-5,20.68
17.24,clk-7,26.2
17.93,clk-8,32.41
20.68,clk-9,28.96
17.93,clk-10,18.62
15.86,gro-1,20.68
18.5,nuo-6,35.9
18.5,nuo-6,30.7
22.5,ctb-1,
19.6,isp-1,33.0
19.6,ctb-1,
19.6,isp-1,33.0
14.9,clk-2,18.7
14.9,clk-2,18.7
14.9,clk-1,18.4
14.9,clk-1,19.8
14.9,clk-2,18.7
14.9,clk-2,18.7
14.9,gro-1,19.2
14.9,gro-1,19.2
16.1,clk-2,18.0
16.1,clk-2,18.0
16.1,clk-1,17.3
16.1,clk-1,19.3
16.1,clk-2,18.0
16.1,gro-1,19.7
22.0,clk-2,24.6
22.0,clk-2,24.6
14.9,clk-1,18.4
14.9,clk-3,20.4
14.9,gro-1,19.2
14.9,clk-1,18.4
8.5,clk-1,8.6
18.9,cyc-2.1,32.2
20.0,cyc-2.1,31.6
18.9,cyc-2.1,32.2
20.0,cyc-2.1,31.6
18.9,cyc-2.1,32.2
20.0,cyc-2.1,31.6
18.9,cyc-2.1,32.2
20.0,cyc-2.1,31.6
18.9,cyc-2.1,32.2
20.0,cyc-2.1,31.6
19.5,cyc-2.1,33.5
18.7,cyc-2.1,29.3
19.1,cyc-2.1,32.4
20.4,dve-1,15.8
19.8,dve-1,14.2
19.7,dve-1,15.1
20.4,ubl-5,20.6
19.8,ubl-5,19.4
19.7,ubl-5,20.0
20.4,atfs-1,21.3
19.8,atfs-1,20.1
19.7,atfs-1,19.8
18.0,gld-1,16.6
18.2,gld-1,16.5
18.0,gld-1,16.6
18.2,gld-1,16.5
18.0,gld-1,16.6
18.2,gld-1,16.5
19.09,cco-1,37.27
12.07,daf-2,19.33
12.07,daf-16,10.59
12.07,pie-1,12.89
12.07,pgl-1,12.77
12.07,pgl-2,12.47
12.07,pgl-3,12.68
12.07,isw-1,12.23
12.07,mes-4,13.9
12.07,daf-16,10.59
12.07,pie-1,12.89
12.07,pgl-1,12.77
12.07,pgl-2,12.47
12.07,pgl-3,12.68
12.07,isw-1,12.23
12.07,mes-4,13.9
12.07,daf-16,10.59
12.07,pie-1,12.89
12.07,pgl-1,12.77
12.07,pgl-2,12.47
12.07,pgl-3,12.68
12.07,isw-1,12.23
12.07,mes-4,13.9
13.0,daf-28,13.9
20.3,daf-16,
14.7,daf-16,
14.7,daf-16,8.1
14.7,daf-16,8.1
18.81,daf-9,15.87
19.26,daf-9,16.95
19.89,daf-9,17.95
19.89,daf-2,30.86
19.31,emb-8,
17.31,emb-8,
19.89,daf-2,30.86
19.89,nhr-8,13.72
19.7,hsf-1,9.9
18.9,hsf-1,11.2
19.7,rsks-1,21.0
18.9,rsks-1,20.1
19.7,hsf-1,9.9
18.9,hsf-1,11.2
19.7,hsf-1,9.9
18.9,hsf-1,11.2
18.9,ftt-2,15.6
18.9,ftt-1,16.4
18.9,ftt-2,15.6
18.9,ftt-1,16.4
18.9,ftt-2,15.6
18.9,ftt-1,16.4
18.9,ftt-2,15.6
18.9,ftt-1,16.4
18.9,ftt-2,15.6
18.9,ftt-1,16.4
19.0,ftt-1,16.4
19.0,ftt-2,14.2
19.0,ftt-1,16.4
19.0,ftt-2,14.2
19.0,ftt-1,16.4
19.0,ftt-2,14.2
22.56,isp-1,30.29
21.24,isp-1,25.24
22.44,clk-1,26.1
22.44,clk-1,26.1
21.89,clk-1,25.09
21.89,clk-1,25.09
22.56,mev-1,18.18
22.56,mev-1,18.18
22.56,mev-1,18.18
22.56,mev-1,18.18
21.4,mev-1,18.87
21.4,mev-1,18.87
21.4,mev-1,18.87
19.7,mev-1,16.64
19.42,cep-1,19.64
19.42,cep-1,19.64
13.87,gas-1,10.72
13.87,gas-1,10.72
17.15,ftn-1;ftn-2,18.35
17.15,ftn-1;ftn-2,18.35
17.15,ftn-1;ftn-2,18.35
17.15,ftn-1;ftn-2,18.35
17.15,mev-1,13.73
17.15,ftn-1;ftn-2,18.35
19.23,ftn-1;ftn-2,20.23
19.23,ftn-1;ftn-2,20.23
19.23,ftn-1;ftn-2,20.23
19.23,ftn-1;ftn-2,20.23
19.23,mev-1,12.99
19.23,ftn-1;ftn-2,20.23
22.41,ftn-1;ftn-2,22.0
22.41,ftn-1;ftn-2,22.0
22.41,ftn-1;ftn-2,22.0
22.41,ftn-1;ftn-2,22.0
17.0,mev-1,14.0
17.0,gas-1,13.06
17.0,clk-1,21.0
17.0,cep-1,
18.0,sod-2,20.2
21.8,ire-1,16.4
21.8,xbp-1,19.3
19.7,ire-1,18.0
19.7,xbp-1,18.8
19.2,D2030.4,27.4
19.2,T02H6.11,28.1
19.2,F26E4.6,28.5
19.2,F26E4.9,27.0
19.2,W09C5.8,31.1
19.2,B0261.4,22.7
19.2,T06D8.6,29.8
19.2,F13G3.7,24.0
19.2,K01C8.7,23.1
19.2,F28B3.5,25.2
19.2,F57B10.3,23.3
18.8,ced-4,18.18
18.26,ced-4,18.42
17.55,ced-4,18.57
18.46,nuo-6,30.46
18.7,nuo-6,31.7
17.55,nuo-6,32.14
19.68,isp-1,30.66
19.08,isp-1,33.78
19.92,isp-1,33.92
19.24,nuo-6,31.54
19.08,nuo-6,32.34
19.92,nuo-6,32.32
20.44,isp-1,27.7
22.16,isp-1,28.66
19.5,isp-1,33.68
19.26,nuo-6,31.24
20.16,nuo-6,32.42
20.22,nuo-6,30.75
20.19,egl-1,18.6
20.48,egl-1,19.1
20.74,egl-1,18.96
20.19,ced-13,19.44
20.48,ced-13,19.92
20.74,ced-13,19.37
19.48,egl-1,19.16
20.0,egl-1,19.1
19.44,egl-1,18.96
20.08,ced-13,21.44
21.08,ced-13,21.74
19.08,ced-13,20.34
18.88,cbp-1,15.5
18.88,cbp-1,15.5
18.88,cbp-1,15.5
18.88,cbp-1,15.5
18.88,cbp-1,15.5
13.92,cbp-1,9.06
13.92,daf-16,10.67
13.92,dev-1,
13.92,hsf-1,
13.92,cbp-1,9.06
13.92,daf-16,10.67
13.92,dev-1,
13.92,hsf-1,
13.92,cbp-1,
20.84,cbp-1,14.16
19.12,cbp-1;daf-16,
19.12,cbp-1,14.16
19.12,daf-16,
12.56,akt-1,13.49
25.47,daf-16,15.97
12.7,daf-2,45.82
12.7,akt-1,13.7
12.7,akt-1,13.7
12.7,sdf-9,12.9
12.7,sdf-9,12.9
12.7,akt-1,13.7
19.21,drp-1,19.27
19.21,drp-1,19.27
19.21,daf-16,12.65
19.21,daf-16,12.65
19.21,daf-16,12.65
19.21,daf-16,12.65
19.21,daf-16,12.65
15.15,age-1,26.87
15.15,drp-1,15.44
15.15,drp-1,15.44
15.03,drp-1,15.54
15.03,drp-1,15.54
20.8,clk-1,25.0
19.7,eat-2,26.3
21.9,daf-2,34.1
19.7,clk-1,25.1
21.9,eat-2,26.3
19.3,ocr-2,31.2
19.2,ocr-2,29.8
10.8,osm-6,14.8
12.5,unc-31,23.6
12.5,unc-31,26.3
10.8,osm-6,14.8
9.6,ocr-2,12.4
12.0,daf-2,26.7
12.0,daf-2,26.7
22.0,unc-64,39.0
22.0,unc-31,29.0
24.0,daf-2,57.0
24.0,daf-2,57.0
24.0,unc-31,35.0
18.8,daf-10,30.7
18.8,daf-19,24.5
18.8,osm-3,30.6
18.8,osm-5,41.6
18.8,tax-4,36.6
18.8,daf-2,49.2
18.8,daf-2,49.2
14.1,daf-2,26.5
13.6,daf-2,21.8
13.6,pep-2,14.2
13.6,let-363,18.3
11.0,daf-2,24.3
11.0,pep-2,9.0
11.0,let-363,15.4
11.0,daf-2,24.3
11.0,daf-2; pep-2,38.3
17.6,jnk-1,19.1
17.6,daf-2,44.0
14.9,akt-1;akt-2,34.2
14.0,tub-1,16.8
14.0,daf-2,31.8
14.0,tub-1,16.4
14.1,rrf-3,14.2
14.1,daf-2,24.2
14.1,daf-16,14.3
14.1,daf-16; daf-2,13.5
14.1,rrf-3,14.2
14.1,daf-2,22.1
14.1,glp-4; daf-2,33.2
14.1,glp-4; daf-2,33.2
17.6,daf-2,23.3
17.6,daf-2,18.4
17.6,daf-2,24.6
17.6,daf-2,22.8
17.6,daf-2,33.8
17.6,daf-2,33.8
17.6,daf-2,33.8
17.6,daf-2,32.2
17.6,daf-2,32.2
17.6,daf-2,32.2
8.9,lin-14,11.9
8.9,daf-2,17.1
14.6,lin-4,6.9
9.5,lin-14,12.5
21.6,daf-2,32.3
21.6,daf-16,16.4
16.0,daf-2,25.5
16.0,daf-16,10.7
18.3,daf-2,48.2
18.3,daf-2,48.2
18.3,isp-1,32.8
18.3,isp-1,32.8
17.5,cyc-1,32.9
17.5,cyc-1,32.9
18.3,clk-1,19.3
18.3,clk-1,19.3
18.3,daf-16,10.8
18.3,daf-16,10.8
19.3,daf-2,23.8
16.3,daf-16,14.6
16.3,age-1,24.8
16.67,daf-2,24.01
18.96,daf-16,20.11
18.96,osm-5,20.05
16.7,gpc-1,20.3
16.7,gpc-1,20.3
16.7,gpa-11,16.8
16.7,gpc-1,20.3
16.7,gpa-1,20.4
16.7,gpa-11,17.5
16.7,gpa-1,20.4
16.7,odr-3,17.1
16.7,odr-3,17.1
16.7,odr-3,17.1
17.5,odr-3,19.7
17.5,odr-3,19.7
17.5,odr-3,19.7
17.5,gpc-1,20.3
17.5,odr-3,17.1
17.5,gpa-11,17.5
17.5,gpa-1,20.4
18.0,daf-2,39.8
18.0,daf-2,39.8
18.0,daf-2,39.8
18.0,daf-2;odr-3,49.6
18.0,daf-2,39.8
18.0,daf-2;odr-3,49.6
19.1,rle-1,23.9
19.1,rle-1,23.9
16.4,daf-7,17.5
15.4,daf-7,16.1
18.6,daf-7,20.3
24.8,daf-7,20.4
19.0,daf-7,21.0
16.6,daf-7,20.3
15.0,daf-7,16.0
16.4,daf-7,17.5
18.9,daf-7,21.0
16.6,daf-7,20.3
16.6,daf-7,17.1
16.8,daf-2,45.8
18.9,daf-2,22.4
16.6,daf-2,29.2
18.9,daf-2,22.3
16.6,daf-2,25.5
14.9,eat-2,19.3
17.2,eat-2,20.4
19.0,daf-2,42.0
18.2,sir-2.1,21.2
18.2,daf-2,42.3
18.9,par-5,22.2
18.9,ftt-2,24.4
18.2,daf-2,40.8
18.2,age-1,22.8
11.6,glp-4,10.0
18.2,daf-16,17.2
18.2,daf-16,12.0
18.2,clk-1,20.9
18.2,eat-2,24.3
18.2,let-363;dpy-5;unc-13,18.0
11.6,ife-2,17.1
18.2,ife-2,28.8
18.2,ife-2,28.8
18.2,ife-2,28.8
11.6,glp-4,10.0
17.2,eat-2,22.0
18.1,eat-2,23.8
21.5,daf-2,31.1
21.5,daf-2,31.1
21.6,cyc-1,29.1
19.4,daf-2,48.7
19.4,daf-2,48.7
20.5,isp-1,27.4
18.4,cyc-1,37.7
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,daf-2,34.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
20.7,glp-1,22.2
18.6,daf-2,28.8
18.6,daf-2,28.8
18.6,daf-2,28.8
18.6,daf-2,28.8
18.6,daf-2,28.8
18.6,daf-2,28.8
18.6,daf-2,28.8
18.6,glp-1,22.4
18.6,glp-1,22.4
18.6,glp-1,22.4
18.6,glp-1,22.4
18.6,glp-1,22.4
18.6,glp-1,22.4
18.6,glp-1,22.4
20.7,daf-2,39.7
20.7,daf-2,39.7
16.3,daf-2,26.5
16.3,daf-2,26.5
16.2,daf-2,28.9
16.2,daf-2,28.9
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2,36.7
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
14.7,daf-2; daf-16,10.1
