Wild Lifespan,Gene(s),Mutant Lifespan
16.8,cyc-1;hif-1,27.3
19.6,cco-1;hif-1,28.2
15.3,daf-1;hif-1,40.0
15.8,eat-2;hif-1,27.0
15.3,osm-5;hif-1,20.4
15.3,glp-1;hif-1,22.0
15.3,clk-1;vhl-1,20.4
15.3,isp-1;vhl-1,26.1
15.3,clk-1;egl-1,20.2
15.3,isp-1;egl-1,26.0
23.6,ifg-1;sca-1,16.1
23.6,ifg-1;unc-70,25.3
22.9,ifg-1;let-711,19.8
23.6,ifg-1;fasn-1,23.4
22.6,ifg-1;mdt-15,18.5
22.6,ifg-1;chc-1,23.7
19.7,aak-2;igf-1,17.3
25.4,daf-16;ifg-1,16.9
20.3,ifg-1;daf-2,44.8
20.3,ifg-1;daf-16,15.8
20.3,ifg-1;sca-1,16.7
20.3,ifg-1;fasn-1,20.0
20.3,ifg-1;unc-70,22.0
20.3,ifg-1;chc-1,22.1
20.3,ifg-1;let-711,21.0
20.3,ifg-1;mdt-15,16.0
20.3,ifg-1;ifg-1,29.2
20.3,daf-16;daf-2,12.9
20.3,daf-16;daf-16,12.7
20.3,daf-16;sca-1,12.7
20.3,daf-16;fasn-1,12.1
20.3,daf-16;unc-70,12.6
20.3,daf-16;chc-1,12.6
20.3,daf-16;let-711,12.1
20.3,daf-16;mdt-15,12.1
20.3,daf-16;ifg-1,14.2
20.3,aak-2;daf-2,23.3
20.3,aak-2;daf-16,11.3
20.3,aak-2;sca-1,18.1
20.3,aak-2;fasn-1,17.9
20.3,aak-2;unc-70,17.3
20.3,aak-2;chc-1,17.6
20.3,aak-2;let-711,17.3
20.3,aak-2;mdt-15,12.2
20.3,aak-2;ifg-1,21.9
20.3,rsks-1;sca-1,24.3
20.3,rsks-1;fasn-1,18.9
20.3,rsks-1;unc-70,29.4
20.3,rsks-1;chc-1,23.0
20.3,rsks-1;let-711,28.1
20.3,rsks-1;mdt-15,19.3
20.3,daf-2;daf-2,49.4
20.3,daf-2;daf-16,17.6
20.3,daf-2;sca-1,39.8
20.3,daf-2;fasn-1,30.3
20.3,daf-2;unc-70,47.6
20.3,daf-2;chc-1,37.9
20.3,daf-2;let-711,34.7
20.3,daf-2;mdt-15,30.0
20.3,isp-1;daf-2,41.1
20.3,isp-1;daf-16,27.0
20.3,isp-1;sca-1,29.4
20.3,isp-1;fasn-1,30.1
20.3,isp-1;unc-70,29.7
20.3,isp-1;chc-1,29.6
20.3,isp-1;let-711,25.5
20.3,isp-1;mdt-15,25.4
20.3,isp-1;ifg-1,30.6
20.3,eat-2;daf-2,47.2
20.3,eat-2;daf-16,19.5
20.3,eat-2;sca-1,20.9
20.3,eat-2;fasn-1,19.0
20.3,eat-2;unc-70,24.6
20.3,eat-2;chc-1,24.1
20.3,eat-2;let-711,22.6
20.3,eat-2;mdt-15,16.9
20.3,eat-2;ifg-1,35.0
16.5,mes-1;vps-34,17.1
16.6,mes-1;atg-18,12.2
14.5,mes-1;pha-4,10.4
18.7,glp-1;pha-4,16.7
18.8,glp-1;pha-4,17.0
20.2,glp-1;pha-4,17.7
18.3,glp-1;vps-34,16.4
17.9,glp-1;vps-34,17.8
19.2,glp-1;vps-34,15.5
18.3,glp-1;bec-1,17.4
17.9,glp-1;bec-1,20.0
19.2,glp-1;bec-1,15.8
17.9,glp-1;lgg-1,19.6
18.5,glp-1;lgg-1,19.9
19.2,glp-1;lgg-1,12.3
18.3,glp-1;unc-51,16.0
20.4,glp-1;unc-51,21.5
18.6,glp-1;unc-51,19.6
18.3,glp-1;atg-18,14.3
20.4,glp-1;atg-18,16.2
18.6,glp-1;atg-18,17.1
17.9,glp-1;tor,21.9
18.5,glp-1;tor,23.9
19.2,glp-1;tor,18.5
19.7,glp-1;tor,22.3
19.2,LPL-4;bec-1,20.4
18.4,LPL-4;bec-1,17.2
18.5,LPL-4;bec-1,18.6
18.0,LPL-4;lgg-1,15.8
18.4,LPL-4;lgg-1,16.7
18.5,LPL-4;lgg-1,18.5
19.0,LPL-4;pha-4,18.9
18.4,LPL-4;pha-4,17.5
18.5,LPL-4;pha-4,16.4
19.0,LPL-4;vps-34,17.5
19.2,LPL-4;vps-34,20.7
18.4,LPL-4;vps-34,16.7
19.0,LPL-4;tor,24.9
18.4,LPL-4;tor,24.0
18.5,LPL-4;tor,21.5
11.3,daf-10;nmur-1,21.1
12.1,daf-10;nmur-1,21.8
10.5,osm-3;nmur-1,15.2
11.8,osm-3;nmur-1,13.8
13.8,osm-3;nmur-1,15.7
12.8,osm-3;nmur-1,14.8
11.6,daf-2;nmur-1,36.7
11.8,daf-2;nmur-1,24.4
11.7,daf-16;nmur-1,11.8
11.2,aak-2;nmur-1,13.8
11.0,hsf-1;nmur-1,8.2
12.4,pmk-1;nmur-1,14.2
20.7,daf-28;daf-16,14.0
20.7,daf-28;daf-12,20.0
12.2,daf-2;daf-16,12.2
12.2,daf-18;daf-16,9.8
11.77,ins-7;ins-18,13.54
11.77,ins-7; ins-18;ins-18,14.47
16.0,ins-18;daf-2,28.0
10.0,ins-18;daf-2,31.6
16.59,glp-1;utx-1,24.09
13.96,eat-2;utx-1,20.0
22.4,daf-2;utx-1,38.4
19.0,daf-16;utx-1,17.33
21.36,daf-2;utx-1,39.22
19.62,daf-16;utx-1,16.42
15.37,eat-2;utx-1,19.87
13.71,glp-1;utx-1,18.19
17.27,nsy-1;flr-4,15.02
17.27,nsy-1;flr-4,18.43
17.27,pmk-1;flr-4,18.2
17.27,pmk-3;flr-4,26.24
17.27,sek-1;flr-4,18.45
17.27,tir-1;flr-4,19.64
17.27,unc-43;flr-4,15.74
21.5,flr-4;sek-1,20.74
18.97,flr-4;nhr-8,20.7
18.81,nhr-8;flr-4,14.27
19.13,daf-2;flr-4,64.74
19.55,daf-16;flr-4,19.64
19.25,flr-4;drl-1,30.31
19.61,flr-4;daf-16,23.48
17.14,flr-4;skn-1,19.23
13.0,gld-1;flr-4,15.25
14.05,glp-1;flr-4,18.69
14.05,glp-4;flr-4,16.14
22.8,vhl-1;hif-1,22.0
20.8,eat-2;hif-1,25.06
17.5,vhl-1;daf-2,45.0
21.6,vhl-1;daf-16,22.8
22.0,daf-2;daf-16,16.8
28.0,daf-2;bec-1,28.0
8.5,daf-18;daf-2,8.3
12.7,daf-18;daf-2,11.1
23.2,age-1;hsf-1,18.5
23.2,age-1;daf-16,17.9
23.2,daf-2;hsf-1,17.8
23.2,old-1;hsf-1,16.8
13.5,age-1;hsf-1,12.2
13.5,daf-16;hsf-1,8.5
18.0,vhl-1;daf-16,17.0
18.0,vhl-1;daf-2,27.0
19.2,ifg-1;let-363,32.0
19.2,rsks-1;ifg-1,30.6
19.2,rsks-1;let-363,16.1
17.0,pdk-1;daf-16,15.0
12.0,sqt-1; age-1;daf-16,14.0
12.0,sqt-1; age-1;akt-1,22.0
19.5,eat-2;skn-1,14.0
19.3,eat-2;skn-1,15.6
19.5,eat-2;nlp-7,20.5
19.3,eat-2;nlp-7,21.3
19.5,eat-2;cup-4,21.1
19.3,eat-2;cup-4,19.4
17.1,age-1;skn-1,19.8
17.3,age-1;skn-1,19.8
17.1,age-1;nlp-7,18.8
17.3,age-1;nlp-7,20.0
17.1,age-1;cup-4,18.2
17.3,age-1;cup-4,20.9
17.2,clk-1;skn-1,19.4
16.1,clk-1;skn-1,19.1
17.2,clk-1;nlp-7,22.1
16.1,clk-1;nlp-7,21.6
17.2,clk-1;cup-4,21.8
16.1,clk-1;cup-4,21.5
22.0,npl-7;skn-1,17.4
22.1,npl-7;skn-1,17.8
22.0,npl-7;cup-4,18.3
22.1,npl-7;cup-4,16.7
22.0,npl-7;skn-1,17.5
22.1,npl-7;skn-1,17.1
22.0,npl-7;cup-4,19.1
22.1,npl-7;cup-4,19.5
22.0,cup-4;skn-1,17.6
22.1,cup-4;skn-1,15.1
22.0,cup-4;nlp-7,18.6
22.1,cup-4;nlp-7,18.4
15.9,oga-1;ogt-1,15.5
15.9,oga-1;daf-2,21.6
15.9,ogt-1;daf-2,13.2
15.9,oga-1;daf-16,14.8
15.9,ogt-1;daf-16,12.8
15.9,oga-1;age-1,24.7
15.9,ogt-1;age-1,15.9
15.9,oga-1;sgk-1,26.2
15.9,ogt-1;sgk-1,16.6
15.9,oga-1;pdk-1,18.7
15.9,oga-1;atk-1,19.8
21.6,glp-1;nhr-49,14.1
16.9,daf-2;nhr-49,29.5
22.5,daf-2;nhr-49,26.8
22.5,daf-2;nhr-49,21.2
16.9,daf-2;nhr-49,42.4
22.5,daf-2;nhr-49,49.2
17.9,daf-2;nhr-49,34.3
16.9,nhr-49;cyc-1,14.8
21.6,glp-1;nhr-49,14.1
21.6,glp-1;nhr-49,35.3
18.5,nhr-49;daf-16,17.4
20.3,nhr-49;daf-16,11.8
20.3,nhr-49;tcer-1,14.1
17.0,nhr-49;daf-2,25.0
17.0,nhr-49;cyc-1,14.8
17.0,nhr-49;cco-1,19.4
16.9,nhr-49;daf-2,28.0
16.9,nhr-49;cyc-1,14.8
16.9,nhr-49;cco-1,14.1
22.3,osm-9;ocr-2,28.7
17.47,osm-9; ocr-2;tax-6,23.45
15.4,shc-1;daf-16,10.1
14.4,shc-1;daf-16,11.1
14.2,shc-1;age-1,17.5
14.3,shc-1;daf-2,20.2
14.2,shc-1;jnk-1,10.9
12.0,shc-1;jkk-1,8.1
12.7,shc-1;jkk-1,10.4
12.7,shc-1;mek-1,8.7
14.5,shc-1;mek-1,14.9
10.0,glp-4;mpk-1,9.3
22.57,daf-16;skn-1,11.14
14.3,hcf-1;sir-2.1,17.0
14.3,hcf-1;daf-16,8.7
13.9,hcf-1;sir-2.1,18.0
13.9,hcf-1;daf-16,8.6
14.4,hcf-1;sir-2.1,20.6
14.4,hcf-1;sir-2.1,18.3
14.4,hcf-1;sir-2.1,21.2
14.4,hcf-1;sir-2.1,20.4
14.4,hcf-1;daf-16,8.9
14.5,hcf-1;sir-2.1,17.4
14.5,hcf-1;sir-2.1,18.8
14.5,hcf-1;sir-2.1,19.3
14.5,hcf-1;sir-2.1,18.2
14.5,hcf-1;daf-16,10.0
14.3,hcf-1;sir-2.1,18.4
14.3,hcf-1;sir-2.1,17.9
14.3,hcf-1;sir-2.1,20.2
14.3,hcf-1;sir-2.1,19.9
14.3,hcf-1;daf-16,9.1
15.4,hcf-1;sir-2.1,17.5
15.4,hcf-1;sir-2.1,19.1
15.4,hcf-1;sir-2.1,16.2
15.4,hcf-1;sir-2.1,17.0
15.4,hcf-1;sir-2.1,17.8
15.4,daf-16;sir-2.1,8.5
15.1,hcf-1;sir-2.1,16.7
15.1,hcf-1;sir-2.1,19.1
15.1,hcf-1;sir-2.1,15.9
15.1,hcf-1;sir-2.1,16.5
15.1,hcf-1;sir-2.1,17.3
15.1,daf-16;sir-2.1,8.5
15.0,hcf-1;sir-2.1,17.1
15.0,hcf-1;sir-2.1,18.4
15.0,hcf-1;sir-2.1,15.5
15.0,hcf-1;sir-2.1,17.5
15.0,hcf-1;sir-2.1,17.5
15.0,daf-16;sir-2.1,9.1
15.1,hcf-1;sir-2.1,17.1
15.1,hcf-1;sir-2.1,18.9
15.1,hcf-1;sir-2.1,15.9
15.1,hcf-1;sir-2.1,16.5
15.1,hcf-1;sir-2.1,17.5
15.1,daf-16;sir-2.1,8.7
18.6,hcf-1;ftt-2,12.4
18.6,hcf-1;ftt-2gs,20.0
18.6,hcf-1;daf-16,11.8
18.6,hcf-1;par-5,10.8
18.6,hcf-1;par-5gs,25.0
18.6,hcf-1;daf-16,10.7
16.7,hcf-1;ftt-2,15.6
16.7,sir-2.1;ftt-2,16.6
16.7,daf-2;ftt-2,26.9
16.8,hcf-1;ftt-2,15.6
16.8,sir-2.1;ftt-2,16.1
16.8,daf-2;ftt-2,22.6
16.8,hcf-1;ftt-2,15.6
16.8,sir-2.1;ftt-2,16.3
16.8,daf-2;ftt-2,24.5
15.8,hcf-1;ftt-2,18.9
15.8,hcf-1;ftt-2,19.2
15.1,hcf-1;ftt-2,18.8
15.1,hcf-1;ftt-2,19.4
15.5,hcf-1;ftt-2,19.1
23.08,skn-1;ragc-1,20.48
23.39,daf-16;ragc-1,20.79
22.93,skn-1;raga-1,21.46
22.93,daf-16;raga-1,18.51
22.93,daf-16; skn-1;raga-1,18.64
23.67,skn-1;rheb-1,19.45
23.67,daf-16;rheb-1,21.01
23.67,skn-1;daf-15,19.45
23.67,daf-16;daf-15,19.84
22.56,glp-1;raga-1,33.04
19.46,glp-1;ifg-1,30.65
20.98,glp-1;eif-1,31.68
23.96,kri-1;raga-1,31.21
22.09,skn-1;raga-1,21.37
23.15,skn-1;raga-1,22.6
23.44,skn-1;raga-1,20.59
22.67,skn-1;ragc-1,21.61
23.44,skn-1;ragc-1,19.78
23.08,skn-1;daf-15,18.37
24.77,skn-1;daf-15,19.95
23.08,skn-1;rheb-1,20.21
24.77,skn-1;rheb-1,19.56
22.09,daf-16;raga-1,14.95
23.15,daf-16;raga-1,19.81
23.44,daf-16;raga-1,19.75
23.44,daf-16;ragc-1,19.48
23.58,daf-16;ragc-1,21.65
23.16,daf-16;ragc-1,21.86
23.08,daf-16;daf-15,18.0
22.87,daf-16;daf-15,19.84
24.77,daf-16;daf-15,21.12
23.08,daf-16;rheb-1,20.14
22.87,daf-16;rheb-1,20.09
24.77,daf-16;rheb-1,21.69
22.09,daf-16; skn-1;raga-1,18.78
23.15,daf-16; skn-1;raga-1,18.55
22.93,daf-16; skn-1;cco-1,24.6
22.17,daf-16; skn-1;cco-1,27.31
22.93,daf-16; skn-1;cyc-1,25.15
22.17,daf-16; skn-1;cyc-1,23.49
21.56,rde-1;ragc-1,21.39
19.46,glp-1;eif-1,29.13
21.36,glp-1;eif-1,32.45
21.83,glp-1;eif-1,33.45
21.83,glp-1;raga-1,33.07
22.26,glp-1;raga-1,34.32
23.78,glp-1;raga-1,31.33
23.95,kri-1;eif-1,31.52
23.96,kri-1;eif-1,27.29
23.95,kri-1;raga-1,31.64
23.96,kri-1;raga-1,30.83
17.2,aak-2;frh-1,16.3
17.2,aak-2;frh-1,23.1
17.2,aak-1;frh-1,21.5
17.2,aak-1; aak-2;frh-1,17.9
17.2,par-4;frh-1,21.2
16.4,sad-1;frh-1,20.8
16.4,kin-29;frh-1,16.1
16.4,mml-1;frh-1,19.6
18.4,frh-1;bec-1,16.7
18.4,bec-1;frh-1,8.4
17.2,aak-2;atp-3,11.4
17.2,aak-2;isp-1,38.8
17.2,aak-2;nuo-2,22.4
17.2,aak-2;cco-1,25.5
17.2,aak-2;atp-3,10.3
17.2,aak-2;isp-1,22.7
17.2,aak-2;nuo-2,21.0
17.2,aak-2;cco-1,24.2
17.2,par-4;atp-3,25.6
17.2,par-4;isp-1,29.9
17.2,par-4;nuo-2,23.5
17.2,par-4;cco-1,28.3
17.2,sad-1;atp-3,22.9
17.2,sad-1;isp-1,32.5
17.2,sad-1;nuo-2,18.4
17.2,sad-1;cco-1,21.0
17.2,kin-29;atp-3,20.4
17.2,kin-29;isp-1,27.1
17.2,kin-29;nuo-2,15.7
17.2,kin-29;cco-1,24.8
17.2,mml-1;atp-3,21.6
17.2,mml-1;isp-1,30.7
17.2,mml-1;nuo-2,26.8
17.2,mml-1;cco-1,26.0
18.5,glp-1;lipl-4,20.66
19.81,glp-1;lipl-4,21.93
18.48,daf-2;lipl-4,28.61
20.62,aak-2;rsks-1,16.31
15.1,daf-2;daf-16,13.0
15.1,daf-2;prmt-1,36.4
16.1,daf-2;daf-16,12.2
16.1,daf-2;prmt-1,39.0
19.9,rsks-1;hsf-1,8.6
19.4,hsf-1;rsks-1,14.5
20.2,hsf-1;rsks-1,14.7
16.9,rsks-1;hsf-1,5.9
18.2,rsks-1;hsf-1,6.8
19.4,rsks-1;daf-16,13.2
20.2,rsks-1;daf-16,14.2
17.7,rsks-1;aak-2,17.9
17.8,rsks-1;aak-2,12.8
17.8,rsks-1;hsf-1,10.5
16.2,rsks-1;hsf-1,6.9
18.6,hsf-1;daf-15,13.5
18.7,hsf-1;daf-15,13.0
18.6,hsf-1;ragc-1,12.9
18.7,hsf-1;ragc-1,12.0
18.4,hsf-1;rps-6,12.1
17.7,hsf-1;rps-6,14.2
18.4,hsf-1;rps-15,10.0
17.7,hsf-1;rps-15,14.2
17.8,rsks-1;hsp-16.1;hsp-16.2;hsp-16.11,21.3
16.2,rsks-1;hsp-16.1;hsp-16.2;hsp-16.11,15.0
17.8,rsks-1;hsp-70,21.1
16.2,rsks-1;hsp-70,17.4
16.9,rsks-1;hsf-1,5.9
18.2,rsks-1;hsf-1,6.8
19.9,rsks-1;daf-16,16.5
20.3,rsks-1;daf-16,14.7
17.8,rsks-1;daf-16,14.4
16.2,rsks-1;daf-16,12.1
16.5,daf-2;pqm-1,23.91
16.5,pmq-1;daf-16,12.84
16.5,pmq-1;daf-2,23.06
11.97,pmq-1;daf-2,26.98
19.89,daf-9;daf-2,28.07
19.89,aak-2;daf-9,22.04
19.89,nhr-8;daf-2,25.39
17.08,eat-2;daf-9,15.83
22.64,skn-1;ife-2,24.86
22.3,skn-1;ifg-1,26.21
22.43,eif-1;skn-1,22.18
22.28,eif-1A;skn-1,21.62
22.51,daf-16;ife-2,19.77
23.55,daf-16;ifg-1,23.61
23.55,daf-16;skn-1;ifg-1,18.72
22.62,daf-16;eif-1,20.91
22.62,daf-16;skn-1;eif-1,16.42
10.0,ets-4;daf-16,8.4
13.3,ets-4;daf-2,29.0
12.2,ets-4;skn-1,16.8
12.9,ets-4;skn-1,17.6
20.0,daf-2;elt-3,38.33
15.82,isp-1;cep-1,18.75
11.5,daf-2;aakg-4,23.5
14.3,aakb-1;daf-2,25.5
14.2,aakb-1;daf-2,24.2
13.5,aakb-1;daf-2,27.2
14.4,aakb-1;daf-2,25.9
15.1,aakb-1;daf-2,25.2
11.1,daf-2;aakg-4,23.9
11.8,daf-2;aakg-4,24.0
11.7,daf-2;aakg-4,23.7
11.3,daf-2;aakg-4,22.7
9.7,aakg-4;aakg-5,12.2
9.7,daf-2;aakg-4,19.7
9.7,daf-2;aakg-5,16.9
9.9,daf-2;aakg-4,20.0
9.9,daf-2;aakg-5,20.2
9.9,aakg-4;aakg-5,10.6
9.9,daf-2;aakg-4,18.2
9.9,daf-2;aakg-4;aakg-5,19.7
20.49,ceh-23;isp-1; ctb-1,26.63
20.49,ceh-23;isp-1; ctb-1,25.57
20.49,ceh-23;isp-1; ctb-1,26.79
17.78,ceh-23;isp-1; ctb-1,23.92
17.78,ceh-23;isp-1; ctb-1,24.06
17.78,ceh-23;isp-1; ctb-1,23.4
17.78,ceh-23;isp-1; ctb-1,23.37
17.78,ceh-23;isp-1; ctb-1,23.23
17.78,ceh-23;isp-1; ctb-1,23.34
19.28,ceh-23;isp-1; ctb-1,29.32
19.28,ceh-23;isp-1; ctb-1,27.45
19.28,ceh-23;isp-1; ctb-1,29.28
17.49,ceh-23;isp-1; ctb-1,23.63
17.49,ceh-23;isp-1; ctb-1,24.4
17.49,ceh-23;isp-1; ctb-1,20.74
17.09,ceh-23;isp-1; ctb-1,19.12
17.09,ceh-23;isp-1; ctb-1,19.25
17.09,ceh-23;isp-1; ctb-1,18.69
17.79,ceh-23;isp-1,23.31
17.79,ceh-23;isp-1,21.4
17.79,ceh-23;isp-1,20.66
17.79,ceh-23;isp-1,20.0
17.79,ceh-23;isp-1,21.07
18.72,ceh-23;isp-1,20.4
18.72,ceh-23;isp-1,19.04
18.72,ceh-23;isp-1,18.76
18.72,ceh-23;isp-1,17.86
18.72,ceh-23;isp-1,21.24
16.76,ceh-23;isp-1,23.95
16.76,ceh-23;isp-1,22.57
15.61,ceh-23;isp-1,19.01
15.61,ceh-23;isp-1,18.47
13.0,akt-1;eak-4,13.25
13.0,akt-1;sdf-9,13.5
13.0,akt-1;sdf-9,15.0
13.0,akt-1;eak-6,13.25
18.04,hif-1;vhl-1,21.5
16.88,hif-1;vhl-1,21.64
18.67,hif-1;vhl-1,21.51
20.13,hif-1;vhl-1,21.21
17.99,hif-1;vhl-1,21.53
22.46,hif-1;vhl-1,25.93
24.45,hif-1;vhl-1,25.6
22.39,hif-1;vhl-1,23.9
21.19,hif-1;vhl-1,25.06
26.0,hif-1;vhl-1,25.49
22.67,hif-1;vhl-1,23.48
23.32,hif-1;vhl-1,25.25
31.07,hif-1;vhl-1,32.6
34.48,hif-1;vhl-1,35.17
28.69,hif-1;vhl-1,30.74
33.28,hif-1;vhl-1,37.04
31.98,hif-1;vhl-1,33.36
18.04,hif-1;daf-16,15.04
18.65,hif-1;daf-16,15.49
20.13,hif-1;daf-16,16.86
18.73,hif-1;daf-16,15.51
20.64,hif-1;daf-16,17.34
21.19,hif-1;daf-16,18.82
26.0,hif-1;daf-16,19.75
22.67,hif-1;daf-16,18.67
22.87,hif-1;daf-16,18.65
31.07,hif-1;daf-16,29.67
34.48,hif-1;daf-16,31.51
28.69,hif-1;daf-16,30.19
33.28,hif-1;daf-16,30.38
31.98,hif-1;daf-16,30.55
15.2,daf-2;ftt-2,46.84
15.2,daf-2;par-5,50.53
15.2,daf-2;daf-2,45.64
15.2,daf-2;daf-16,12.7
13.1,daf-16;hcf-1,11.0
13.6,hcf-1;daf-16,10.3
13.9,daf-2;hcf-1,35.9
14.5,hcf-1;daf-2,30.2
14.5,hcf-1;age-1,26.5
14.7,daf-16;hcf-1,9.4
14.7,daf-2;hcf-1,40.4
13.4,age-1;hcf-1,26.7
13.6,glp-1;hcf-1,21.4
16.66,atm-1;frh-1,25.66
17.33,egl-1;frh-1,25.0
17.0,atm-1;atp-3,4.25
15.0,skn-1;frh-1,18.75
13.75,daf-16;frh-1,7.3
15.0,sir-2.1;frh-1,20.66
15.0,cep-1;frh-1,20.0
15.9,skn-1;frh-1,20.2
15.9,cep-1;atp-3,25.7
15.9,cep-1;isp-1,29.0
15.9,cep-1;cco-1,27.0
17.0,cep-1;atp-3,12.3
16.3,atm-1;frh-1,26.2
16.3,atm-1;atp-3,5.1
16.3,egl-1;frh-1,25.0
16.3,egl-1;atp-3,7.7
20.0,mxl-3;hlh-30,21.0
17.1,daf-2;sir-2.1,46.4
16.2,unc-64;sir-2.1,40.1
17.6,unc-13;sir-2.1,27.0
17.6,unc-13;sir-2.1,30.1
17.6,unc-13;daf-16,21.6
17.6,unc-13;daf-16,23.9
17.6,unc-13; daf-16;sir-2.1,18.6
17.6,unc-13;daf-16;sir-2.1,21.1
16.2,eat-2;sir-2.1,18.4
18.2,eat-2;sir-2.1,18.6
17.5,fer-15;fem-1;bec-1,21.8
22.9,fer-15;fem-1;vps-34,21.0
22.9,fer-15;fem-1;vps-34,23.4
22.9,fer-15;fem-1;vps-34,20.4
17.5,eat-2;bec-1,19.6
17.5,eat-2;bec-1,25.5
22.9,eat-2;bec-1,22.4
19.7,eat-2;bec-1,16.7
19.5,eat-2;bec-1,19.4
24.5,eat-2;vps-34,24.5
24.5,eat-2;vps-34,22.8
24.5,eat-2;vps-34,15.8
24.5,eat-2;vps-34,15.5
19.8,eat-2;rrf-3;bec-1,15.9
21.4,daf-15;unc-24;bec-1,17.5
21.4,daf-15;unc-24;bec-1,18.9
19.9,daf-15;unc-24;bec-1,19.6
20.6,daf-15;unc-24;bec-1,18.6
21.4,daf-15;unc-24;bec-1,20.8
20.6,daf-15;unc-24;bec-1,18.5
22.9,rab-10;bec-1,19.9
22.9,rab-10;vps-34,22.1
17.5,rab-10;bec-1,14.8
17.5,rab-10;vps-34,23.6
17.5,daf-2;fer-15;fem-1;bec-1,25.4
19.7,daf-2;fer-15;fem-1;bec-1,27.4
19.5,daf-2;fer-15;fem-1;bec-1,26.8
19.8,daf-2;fer-15;fem-1;bec-1,24.0
14.6,daf-2;rsks-1;aak-2,40.28
19.02,daf-2;rsks-1;tax-6,54.91
21.1,daf-2;rsks-1;aak-2,36.99
22.98,daf-2;rsks-1;tax-6,55.43
20.0,aak-2;xbp-1,16.0
18.63,aak-2;xbp-1,16.75
20.0,aak-2;xbp-1,28.29
17.33,tax-6;daf-16,14.33
16.8,tax-6;daf-16,20.0
21.5,daf-2;hsf-1,26.0
11.81,daf-2;sod-1;sod-2;sod-3;sod-4;sod-5,30.0
20.52,daf-2;pmk-1,26.31
21.33,daf-2;gpdh-1;gpdh-2,51.33
21.57,daf-2;daf-16,14.73
21.87,daf-2;nhl-1,45.0
21.66,daf-2;egl-27,26.11
19.0,glp-1;cye-1,24.5
18.9,mes-1;cye-1,22.1
18.9,mes-1;cye-1,23.7
19.9,daf-12;cye-1,19.3
19.9,daf-9;cye-1,19.7
19.4,daf-16;cye-1,19.2
19.4,skn-1;cye-1,15.7
19.4,kri-1;cye-1,21.0
19.3,daf-2;cye-1,58.2
19.1,glp-1;cdk-2,23.4
19.1,rrf-1;cye-1,22.9
18.8,daf-16;cdk-2,18.4
19.3,daf-16;cye-1,18.5
19.4,kri-1;cdk-2,21.0
19.5,skn-1;cdk-2,16.6
18.3,daf-16;cdk-2,17.3
19.3,daf-16;cdk-2,20.0
18.0,glp-1;cye-1,23.8
19.5,glp-1;cye-1,26.1
18.9,glp-1;cye-1,23.1
18.9,glp-1;cdk-2,23.7
19.3,glp-1;cye-1,24.5
19.3,glp-1;cdk-2,23.1
19.3,mes-1;cye-1,22.0
19.3,mes-1;cye-1,24.3
18.5,mes-1;cye-1,22.1
18.5,mes-1;cye-1,23.1
20.4,daf-12;cye-1,19.5
20.4,daf-9;cye-1,19.5
19.3,daf-12;cye-1,19.0
19.3,daf-9;cye-1,19.9
20.1,daf-16;cye-1,19.5
20.1,skn-1;cye-1,15.5
18.8,daf-16;cye-1,18.9
18.8,skn-1;cye-1,16.0
20.1,kri-1;cye-1,22.5
20.1,kri-1;cdk-2,22.6
18.8,kri-1;cye-1,19.4
18.8,kri-1;cdk-2,19.0
19.0,daf-2;cye-1,58.2
19.6,daf-2;cye-1,58.3
19.0,rrf-1;cye-1,23.7
19.1,rrf-1;cye-1,22.1
19.5,daf-16;cye-1,19.5
19.4,daf-16;cye-1,19.1
18.9,daf-16;cye-1,16.0
18.6,skn-1;cdk-2,16.0
20.4,skn-1;cdk-2,17.7
20.3,daf-2;Y39G10AR.8,47.8
20.3,daf-2;D2085.3,49.2
20.3,daf-2;D2013.7,44.5
20.3,daf-2;C09D4.5,50.9
20.3,daf-2;W01B11.3,51.1
20.3,daf-2;F59C6.4,45.5
20.3,daf-2;Y48G1A.4,47.2
20.3,daf-2;C47D12.6,40.3
20.3,daf-2;F22D6.3,43.9
20.3,daf-2;C48E7.2,43.6
20.3,daf-2;F14B4.3,44.4
20.3,daf-2;R53.4,53.3
20.3,daf-2;F59C6.5,50.4
20.3,daf-2;ZK973.10,44.5
20.3,daf-2;C01F1.2,42.1
20.3,daf-2;K01C8.6,46.6
20.3,daf-2;F59A3.3,43.3
20.3,daf-2;B0511.8,48.7
20.3,daf-2;Y47G6A.10,48.6
20.3,daf-2;F26E4.4,43.0
20.3,daf-2;C56E6.1,46.9
20.3,daf-2;K11B4.1,43.8
20.3,daf-2;B0491.5,48.3
20.3,daf-16;daf-2;Y39G10AR.8,13.0
20.3,daf-16;daf-2;D2085.3,13.3
20.3,daf-16;daf-2;D2013.7,13.5
20.3,daf-16;daf-2;C09D4.5,13.9
20.3,daf-16;daf-2;W01B11.3,13.3
20.3,daf-16;daf-2;F59C6.4,13.6
20.3,daf-16;daf-2;Y48G1A.4,13.1
20.3,daf-16;daf-2;C47D12.6,12.9
20.3,daf-16;daf-2;F22D6.3,13.0
20.3,daf-16;daf-2;C48E7.2,13.6
20.3,daf-16;daf-2;F14B4.3,13.0
20.3,daf-16;daf-2;R53.4,13.0
20.3,daf-16;daf-2;F59C6.5,13.1
20.3,daf-16;daf-2;ZK973.10,13.2
20.3,daf-16;daf-2;C01F1.2,13.7
