Gene(s),Wild Lifespan,Mutant Lifespan,Percent Change
glp-1,17.6,23.8,35.227
vha-16,14.16,14.16,0.0
vha-16,17.5,15.6,-10.857
vha-16,16.8,14.1,-16.071
vha-16,16.1,14.6,-9.317
lmp-1,17.42,17.14,-1.607
lmp-1,16.7,16.8,0.599
lmp-1,17.9,15.8,-11.732
lmp-1,15.8,17.8,12.658
atg-18,17.22,16.66,-3.252
atg-18,17.9,16.8,-6.145
atg-18,17.3,14.4,-16.763
atg-18,15.4,13.0,-15.584
hif-1,16.3,17.1,4.908
hif-1,14.4,15.8,9.722
aha-1,15.3,15.2,-0.654
aha-1,15.8,15.6,-1.266
vhl-1,16.3,23.1,41.718
vhl-1,14.4,23.5,63.194
egl-9,14.4,20.5,42.361
egl-9,16.3,21.0,28.834
hif-1,15.3,15.7,2.614
hif-1,15.8,15.2,-3.797
hif-1,18.1,16.8,-7.182
hif-1,18.1,16.8,-7.182
hif-1,16.8,15.6,-7.143
hif-1,19.6,19.2,-2.041
hif-1,15.3,15.7,2.614
hif-1,15.8,15.2,-3.797
hif-1,15.3,15.7,2.614
hif-1,15.3,15.7,2.614
vhl-1,15.3,18.1,18.301
vhl-1,15.3,18.1,18.301
egl-1,15.3,17.1,11.765
egl-1,15.3,17.1,11.765
sca-1,23.6,21.4,-9.322
unc-70,23.6,22.1,-6.356
let-711,22.9,15.3,-33.188
fasn-1,23.6,21.9,-7.203
mdt-15,22.6,17.7,-21.681
chc-1,22.6,21.0,-7.08
igf-1,19.7,24.8,25.888
ifg-1,25.4,28.7,12.992
daf-2,20.3,30.6,50.739
daf-16,20.3,12.8,-36.946
sca-1,20.3,19.9,-1.97
fasn-1,20.3,17.9,-11.823
unc-70,20.3,19.2,-5.419
chc-1,20.3,20.1,-0.985
let-711,20.3,19.0,-6.404
mdt-15,20.3,16.7,-17.734
ifg-1,20.3,26.7,31.527
daf-2,20.3,30.6,50.739
daf-16,20.3,12.8,-36.946
sca-1,20.3,19.9,-1.97
fasn-1,20.3,17.9,-11.823
unc-70,20.3,19.2,-5.419
chc-1,20.3,20.1,-0.985
let-711,20.3,19.0,-6.404
mdt-15,20.3,16.7,-17.734
ifg-1,20.3,26.7,31.527
daf-2,20.3,30.6,50.739
daf-16,20.3,12.8,-36.946
sca-1,20.3,19.9,-1.97
fasn-1,20.3,17.9,-11.823
unc-70,20.3,19.2,-5.419
chc-1,20.3,20.1,-0.985
let-711,20.3,19.0,-6.404
mdt-15,20.3,16.7,-17.734
ifg-1,20.3,26.7,31.527
sca-1,20.3,19.9,-1.97
fasn-1,20.3,17.9,-11.823
unc-70,20.3,19.2,-5.419
chc-1,20.3,20.1,-0.985
let-711,20.3,19.0,-6.404
mdt-15,20.3,16.7,-17.734
daf-2,20.3,30.6,50.739
daf-16,20.3,12.8,-36.946
sca-1,20.3,19.9,-1.97
fasn-1,20.3,17.9,-11.823
unc-70,20.3,19.2,-5.419
chc-1,20.3,20.1,-0.985
let-711,20.3,19.0,-6.404
mdt-15,20.3,16.7,-17.734
daf-2,20.3,30.6,50.739
daf-16,20.3,12.8,-36.946
sca-1,20.3,19.9,-1.97
fasn-1,20.3,17.9,-11.823
unc-70,20.3,19.2,-5.419
chc-1,20.3,20.1,-0.985
let-711,20.3,19.0,-6.404
mdt-15,20.3,16.7,-17.734
ifg-1,20.3,26.7,31.527
daf-2,20.3,30.6,50.739
daf-16,20.3,12.8,-36.946
sca-1,20.3,19.9,-1.97
fasn-1,20.3,17.9,-11.823
unc-70,20.3,19.2,-5.419
chc-1,20.3,20.1,-0.985
let-711,20.3,19.0,-6.404
mdt-15,20.3,16.7,-17.734
ifg-1,20.3,26.7,31.527
vps-34,16.5,16.9,2.424
atg-18,16.6,16.1,-3.012
pha-4,14.5,14.0,-3.448
pha-4,18.7,17.4,-6.952
pha-4,18.8,18.4,-2.128
pha-4,20.2,18.6,-7.921
vps-34,18.3,19.3,5.464
vps-34,17.9,17.5,-2.235
vps-34,19.2,18.2,-5.208
bec-1,18.3,19.6,7.104
bec-1,17.9,17.9,0.0
bec-1,19.2,19.2,0.0
lgg-1,17.9,18.0,0.559
lgg-1,18.5,20.2,9.189
lgg-1,19.2,18.8,-2.083
unc-51,18.3,18.7,2.186
unc-51,20.4,22.4,9.804
unc-51,18.6,18.2,-2.151
atg-18,18.3,19.3,5.464
atg-18,20.4,19.7,-3.431
atg-18,18.6,18.8,1.075
tor,17.9,22.7,26.816
tor,18.5,22.7,22.703
tor,19.2,21.6,12.5
tor,19.7,22.4,13.706
bec-1,19.2,20.2,5.208
bec-1,18.4,19.2,4.348
bec-1,18.5,18.3,-1.081
lgg-1,18.0,17.8,-1.111
lgg-1,18.4,19.8,7.609
lgg-1,18.5,18.3,-1.081
pha-4,19.0,18.2,-4.211
pha-4,18.4,18.7,1.63
pha-4,18.5,17.4,-5.946
vps-34,19.0,20.3,6.842
vps-34,19.2,19.0,-1.042
vps-34,18.4,19.6,6.522
tor,19.0,22.7,19.474
tor,18.4,23.1,25.543
tor,18.5,21.3,15.135
nmur-1,11.3,15.4,36.283
nmur-1,12.1,12.2,0.826
nmur-1,10.5,14.0,33.333
nmur-1,11.8,12.7,7.627
nmur-1,13.8,14.4,4.348
nmur-1,12.8,14.2,10.937
nmur-1,11.6,15.3,31.897
nmur-1,11.8,14.8,25.424
nmur-1,11.7,16.6,41.88
nmur-1,11.2,14.8,32.143
nmur-1,11.0,14.7,33.636
nmur-1,12.4,15.1,21.774
daf-16,20.7,18.0,-13.043
daf-12,20.7,21.7,4.831
daf-16,12.2,9.7,-20.492
daf-16,12.2,9.7,-20.492
ins-18,11.77,11.77,0.0
daf-2,16.0,42.33,164.562
daf-2,10.0,31.6,216.0
utx-1,16.59,20.0,20.555
utx-1,13.96,18.27,30.874
utx-1,22.4,22.8,1.786
utx-1,19.0,24.66,29.789
utx-1,21.36,24.45,14.466
utx-1,19.62,25.16,28.236
utx-1,15.37,18.94,23.227
utx-1,13.71,15.77,15.026
flr-4,17.27,25.45,47.365
flr-4,17.27,25.45,47.365
sek-1,21.5,21.76,1.209
nhr-8,18.97,14.96,-21.139
flr-4,18.81,27.07,43.913
flr-4,19.13,26.44,38.212
flr-4,19.55,25.4,29.923
drl-1,19.25,30.18,56.779
daf-16,19.61,17.45,-11.015
skn-1,17.14,14.98,-12.602
flr-4,13.0,16.07,23.615
flr-4,14.05,16.51,17.509
flr-4,14.05,16.51,17.509
hif-1,22.8,20.0,-12.281
hif-1,20.8,19.2,-7.692
daf-2,17.5,28.125,60.714
daf-16,21.6,17.6,-18.519
daf-16,22.0,16.8,-23.636
bec-1,28.0,24.0,-14.286
daf-2,8.5,18.8,121.176
daf-2,12.7,25.3,99.213
hsf-1,23.2,17.9,-22.845
daf-16,23.2,16.9,-27.155
hsf-1,23.2,17.9,-22.845
hsf-1,23.2,17.9,-22.845
hsf-1,13.5,9.6,-28.889
hsf-1,13.5,9.6,-28.889
daf-16,18.0,12.0,-33.333
daf-2,18.0,35.6,97.778
let-363,19.2,21.1,9.896
cup-4,22.0,19.8,-10.0
cup-4,22.1,19.8,-10.407
cup-4,22.0,19.8,-10.0
cup-4,22.1,19.8,-10.407
nlp-7,22.0,19.0,-13.636
nlp-7,22.1,20.7,-6.335
ogt-1,15.9,12.9,-18.868
daf-2,15.9,28.6,79.874
daf-2,15.9,28.6,79.874
daf-16,15.9,14.3,-10.063
daf-16,15.9,14.3,-10.063
age-1,15.9,25.6,61.006
age-1,15.9,25.6,61.006
sgk-1,15.9,29.8,87.421
sgk-1,15.9,29.8,87.421
pdk-1,15.9,14.8,-6.918
atk-1,15.9,11.5,-27.673
nhr-49,21.6,14.4,-33.333
nhr-49,16.9,10.7,-36.686
nhr-49,22.5,12.2,-45.778
nhr-49,22.5,9.5,-57.778
nhr-49,16.9,10.7,-36.686
nhr-49,22.5,12.2,-45.778
nhr-49,17.9,9.5,-46.927
cyc-1,16.9,19.6,15.976
daf-16,18.5,15.6,-15.676
daf-2,17.0,34.6,103.529
cyc-1,17.0,30.7,80.588
cco-1,17.0,28.3,66.471
daf-2,16.9,27.9,65.089
cyc-1,16.9,19.6,15.976
cco-1,16.9,21.0,24.26
ocr-2,22.3,23.0,3.139
tax-6,17.47,26.0,48.827
daf-16,15.4,10.1,-34.416
daf-16,14.4,15.8,9.722
age-1,14.2,17.6,23.944
daf-2,14.3,25.3,76.923
jnk-1,14.2,11.6,-18.31
jkk-1,12.0,9.5,-20.833
jkk-1,12.7,12.5,-1.575
mek-1,12.7,8.4,-33.858
mek-1,14.5,14.9,2.759
mpk-1,10.0,8.1,-19.0
skn-1,22.57,16.85,-25.343
daf-16,14.3,9.4,-34.266
daf-16,13.9,9.2,-33.813
daf-16,14.4,9.1,-36.806
daf-16,14.5,9.2,-36.552
daf-16,14.3,9.2,-35.664
ftt-2,18.6,14.0,-24.731
ftt-2gs,18.6,17.0,-8.602
daf-16,18.6,11.7,-37.097
par-5,18.6,13.3,-28.495
par-5gs,18.6,18.6,0.0
daf-16,18.6,11.1,-40.323
ftt-2,16.7,15.8,-5.389
ftt-2,16.7,15.8,-5.389
ftt-2,16.7,15.8,-5.389
ftt-2,16.8,16.3,-2.976
ftt-2,16.8,16.3,-2.976
ftt-2,16.8,16.3,-2.976
ftt-2,16.8,16.1,-4.167
ftt-2,16.8,16.1,-4.167
ftt-2,16.8,16.1,-4.167
ftt-2,15.8,12.6,-20.253
ftt-2,15.8,12.6,-20.253
ftt-2,15.1,14.2,-5.96
ftt-2,15.1,14.2,-5.96
ftt-2,15.5,13.4,-13.548
ragc-1,23.08,29.09,26.04
ragc-1,23.39,29.01,24.027
raga-1,22.93,28.91,26.079
raga-1,22.93,28.91,26.079
raga-1,22.93,28.91,26.079
rheb-1,23.67,28.51,20.448
rheb-1,23.67,28.51,20.448
daf-15,23.67,26.43,11.66
daf-15,23.67,26.43,11.66
raga-1,22.56,28.65,26.995
ifg-1,19.46,28.95,48.767
eif-1,20.98,27.98,33.365
raga-1,23.96,30.48,27.212
raga-1,22.09,24.02,8.737
raga-1,23.15,32.9,42.117
raga-1,23.44,28.15,20.094
ragc-1,22.67,28.17,24.261
ragc-1,23.44,29.94,27.73
daf-15,23.08,28.0,21.317
daf-15,24.77,26.97,8.882
rheb-1,23.08,27.22,17.938
rheb-1,24.77,29.6,19.499
raga-1,22.09,24.02,8.737
raga-1,23.15,32.9,42.117
raga-1,23.44,28.15,20.094
ragc-1,23.44,29.94,27.73
ragc-1,23.58,26.7,13.232
ragc-1,23.16,30.18,30.311
daf-15,23.08,28.0,21.317
daf-15,22.87,24.38,6.603
daf-15,24.77,26.97,8.882
rheb-1,23.08,27.22,17.938
rheb-1,22.87,28.62,25.142
rheb-1,24.77,29.6,19.499
raga-1,22.09,24.02,8.737
raga-1,23.15,32.9,42.117
cco-1,22.93,27.87,21.544
cco-1,22.17,29.23,31.845
cyc-1,22.93,27.77,21.108
cyc-1,22.17,28.35,27.876
ragc-1,21.56,28.31,31.308
eif-1,19.46,23.97,23.176
eif-1,21.36,28.76,34.644
eif-1,21.83,29.33,34.356
raga-1,21.83,26.12,19.652
raga-1,22.26,29.94,34.501
raga-1,23.78,29.87,25.61
eif-1,23.95,31.88,33.111
eif-1,23.96,31.51,31.511
raga-1,23.95,30.13,25.804
raga-1,23.96,30.65,27.922
frh-1,17.2,20.6,19.767
frh-1,17.2,20.6,19.767
frh-1,17.2,20.6,19.767
frh-1,17.2,20.6,19.767
frh-1,17.2,20.6,19.767
frh-1,16.4,19.8,20.732
frh-1,16.4,19.8,20.732
frh-1,16.4,19.8,20.732
bec-1,18.4,16.8,-8.696
frh-1,18.4,23.1,25.543
atp-3,17.2,25.7,49.419
isp-1,17.2,30.3,76.163
nuo-2,17.2,28.8,67.442
cco-1,17.2,28.5,65.698
atp-3,17.2,25.7,49.419
isp-1,17.2,30.3,76.163
nuo-2,17.2,28.8,67.442
cco-1,17.2,28.5,65.698
atp-3,17.2,25.7,49.419
isp-1,17.2,30.3,76.163
nuo-2,17.2,28.8,67.442
cco-1,17.2,28.5,65.698
atp-3,17.2,25.7,49.419
isp-1,17.2,30.3,76.163
nuo-2,17.2,28.8,67.442
cco-1,17.2,28.5,65.698
atp-3,17.2,25.7,49.419
isp-1,17.2,30.3,76.163
nuo-2,17.2,28.8,67.442
cco-1,17.2,28.5,65.698
atp-3,17.2,25.7,49.419
isp-1,17.2,30.3,76.163
nuo-2,17.2,28.8,67.442
cco-1,17.2,28.5,65.698
lipl-4,18.5,19.64,6.162
lipl-4,19.81,19.01,-4.038
lipl-4,18.48,18.57,0.487
rsks-1,20.62,23.09,11.979
hsf-1,19.9,9.2,-53.769
rsks-1,19.4,22.4,15.464
rsks-1,20.2,25.2,24.752
hsf-1,16.9,6.3,-62.722
hsf-1,18.2,5.8,-68.132
daf-16,19.4,12.2,-37.113
daf-16,20.2,13.3,-34.158
aak-2,17.7,16.3,-7.91
aak-2,17.8,14.5,-18.539
hsf-1,17.8,10.3,-42.135
hsf-1,16.2,7.6,-53.086
daf-15,18.6,24.1,29.57
daf-15,18.7,22.3,19.251
ragc-1,18.6,23.2,24.731
ragc-1,18.7,23.4,25.134
rps-6,18.4,20.0,8.696
rps-6,17.7,19.4,9.605
rps-15,18.4,20.4,10.87
rps-15,17.7,20.5,15.819
hsp-70,17.8,18.9,6.18
hsp-70,16.2,19.4,19.753
hsf-1,16.9,11.3,-33.136
hsf-1,18.2,10.8,-40.659
daf-16,19.9,14.6,-26.633
daf-16,20.3,15.5,-23.645
daf-16,17.8,12.5,-29.775
daf-16,16.2,10.8,-33.333
pqm-1,16.5,14.61,-11.455
daf-16,16.5,13.15,-20.303
daf-2,16.5,31.88,93.212
daf-2,11.97,29.51,146.533
daf-2,19.89,30.86,55.153
daf-9,19.89,17.95,-9.754
daf-2,19.89,30.86,55.153
daf-9,17.08,14.16,-17.096
ifg-1,22.3,27.91,25.157
skn-1,22.43,19.87,-11.413
skn-1,22.28,17.94,-19.479
daf-16,10.0,8.4,-16.0
daf-2,13.3,22.4,68.421
skn-1,12.2,11.3,-7.377
skn-1,12.9,11.8,-8.527
elt-3,20.0,17.0,-15.0
cep-1,15.82,16.63,5.12
aakg-4,11.5,11.8,2.609
daf-2,14.3,29.1,103.497
daf-2,14.2,31.2,119.718
daf-2,13.5,29.8,120.741
daf-2,14.4,28.7,99.306
daf-2,15.1,28.0,85.43
aakg-4,11.1,11.2,0.901
aakg-4,11.8,12.4,5.085
aakg-5,9.7,10.7,10.309
aakg-4,9.7,10.2,5.155
aakg-5,9.7,10.7,10.309
aakg-4,9.9,9.9,0.0
aakg-5,9.9,10.0,1.01
aakg-5,9.9,10.0,1.01
aakg-4,9.9,10.4,5.051
aakg-5,9.9,10.0,1.01
isp-1; ctb-1,20.49,27.23,32.894
isp-1; ctb-1,20.49,27.23,32.894
isp-1; ctb-1,20.49,27.23,32.894
isp-1; ctb-1,17.78,25.98,46.119
isp-1; ctb-1,17.78,25.98,46.119
isp-1; ctb-1,17.78,25.98,46.119
isp-1; ctb-1,17.78,25.98,46.119
isp-1; ctb-1,17.78,25.98,46.119
isp-1; ctb-1,17.78,25.98,46.119
isp-1; ctb-1,19.28,29.63,53.683
isp-1; ctb-1,19.28,29.63,53.683
isp-1; ctb-1,19.28,29.63,53.683
isp-1; ctb-1,17.49,23.98,37.107
isp-1; ctb-1,17.49,23.98,37.107
isp-1; ctb-1,17.49,23.98,37.107
isp-1; ctb-1,17.09,21.74,27.209
isp-1; ctb-1,17.09,21.74,27.209
isp-1; ctb-1,17.09,21.74,27.209
isp-1,17.79,25.43,42.945
isp-1,17.79,25.43,42.945
isp-1,17.79,25.43,42.945
isp-1,17.79,25.43,42.945
isp-1,17.79,25.43,42.945
isp-1,18.72,25.5,36.218
isp-1,18.72,25.5,36.218
isp-1,18.72,25.5,36.218
isp-1,18.72,25.5,36.218
isp-1,18.72,25.5,36.218
isp-1,16.76,25.15,50.06
isp-1,16.76,25.15,50.06
isp-1,15.61,19.63,25.753
isp-1,15.61,19.63,25.753
eak-4,13.0,13.5,3.846
sdf-9,13.0,13.75,5.769
sdf-9,13.0,13.75,5.769
eak-6,13.0,13.5,3.846
vhl-1,18.04,25.53,41.519
vhl-1,16.88,22.83,35.249
vhl-1,18.67,25.94,38.939
vhl-1,20.13,22.98,14.158
vhl-1,17.99,24.28,34.964
vhl-1,22.46,31.51,40.294
vhl-1,24.45,32.81,34.192
vhl-1,22.39,27.43,22.51
vhl-1,21.19,26.38,24.493
vhl-1,26.0,28.77,10.654
vhl-1,22.67,27.5,21.306
vhl-1,23.32,30.31,29.974
vhl-1,31.07,45.45,46.283
vhl-1,34.48,49.7,44.142
vhl-1,28.69,47.5,65.563
vhl-1,33.28,51.79,55.619
vhl-1,31.98,48.51,51.689
daf-16,18.04,14.98,-16.962
daf-16,18.65,15.83,-15.121
daf-16,20.13,16.68,-17.139
daf-16,18.73,15.47,-17.405
daf-16,20.64,18.75,-9.157
daf-16,21.19,20.15,-4.908
daf-16,26.0,18.19,-30.038
daf-16,22.67,18.45,-18.615
daf-16,22.87,18.57,-18.802
daf-16,31.07,29.61,-4.699
daf-16,34.48,30.98,-10.151
daf-16,28.69,28.9,0.732
daf-16,33.28,32.91,-1.112
daf-16,31.98,30.34,-5.128
ftt-2,15.2,11.66,-23.289
par-5,15.2,15.44,1.579
daf-2,15.2,39.92,162.632
daf-16,15.2,10.21,-32.829
hcf-1,13.1,18.0,37.405
daf-16,13.6,9.9,-27.206
hcf-1,13.9,18.6,33.813
daf-2,14.5,27.4,88.966
age-1,14.5,21.1,45.517
hcf-1,14.7,19.3,31.293
hcf-1,14.7,19.3,31.293
hcf-1,13.4,15.6,16.418
hcf-1,13.6,17.5,28.676
frh-1,16.66,19.66,18.007
frh-1,17.33,21.33,23.081
atp-3,17.0,5.0,-70.588
frh-1,15.0,21.5,43.333
frh-1,13.75,21.0,52.727
frh-1,15.0,20.0,33.333
frh-1,15.0,25.0,66.667
frh-1,15.9,20.4,28.302
atp-3,15.9,8.4,-47.17
isp-1,15.9,25.3,59.119
cco-1,15.9,24.9,56.604
atp-3,17.0,7.0,-58.824
frh-1,16.3,21.3,30.675
atp-3,16.3,5.3,-67.485
frh-1,16.3,21.3,30.675
atp-3,16.3,5.3,-67.485
hlh-30,20.0,18.0,-10.0
bec-1,17.5,18.9,8.0
vps-34,22.9,24.5,6.987
vps-34,22.9,24.5,6.987
vps-34,22.9,24.5,6.987
bec-1,17.5,18.9,8.0
bec-1,17.5,18.9,8.0
bec-1,22.9,23.6,3.057
bec-1,19.7,19.0,-3.553
bec-1,19.5,18.5,-5.128
vps-34,24.5,22.9,-6.531
vps-34,24.5,22.9,-6.531
vps-34,24.5,22.9,-6.531
vps-34,24.5,22.9,-6.531
bec-1,19.8,19.8,0.0
bec-1,21.4,18.2,-14.953
bec-1,21.4,18.2,-14.953
bec-1,19.9,18.0,-9.548
bec-1,20.6,18.0,-12.621
bec-1,21.4,21.1,-1.402
bec-1,20.6,19.7,-4.369
bec-1,22.9,23.6,3.057
vps-34,22.9,24.5,6.987
bec-1,17.5,16.2,-7.429
vps-34,17.5,15.0,-14.286
bec-1,17.5,18.9,8.0
bec-1,19.7,19.0,-3.553
bec-1,19.5,18.5,-5.128
bec-1,19.8,19.8,0.0
aak-2,14.6,21.98,50.548
tax-6,19.02,24.45,28.549
aak-2,21.1,26.75,26.777
tax-6,22.98,24.46,6.44
xbp-1,20.0,16.0,-20.0
xbp-1,18.63,16.43,-11.809
xbp-1,20.0,17.23,-13.85
daf-16,17.33,13.33,-23.081
daf-16,16.8,13.2,-21.429
hsf-1,21.5,16.0,-25.581
sod-1;sod-2;sod-3;sod-4;sod-5,11.81,13.63,15.411
pmk-1,20.52,21.05,2.583
gpdh-1;gpdh-2,21.33,26.0,21.894
daf-16,21.57,15.78,-26.843
nhl-1,21.87,14.37,-34.294
egl-27,21.66,18.88,-12.835
cye-1,19.0,26.1,37.368
cye-1,18.9,24.2,28.042
cye-1,18.9,24.2,28.042
cye-1,19.9,24.0,20.603
cye-1,19.9,24.0,20.603
cye-1,19.4,25.3,30.412
cye-1,19.4,25.3,30.412
cye-1,19.4,25.5,31.443
cye-1,19.3,25.0,29.534
cdk-2,19.1,25.6,34.031
cye-1,19.1,23.6,23.56
cdk-2,18.8,24.1,28.191
cye-1,19.3,23.8,23.316
cdk-2,19.4,24.6,26.804
cdk-2,19.5,24.6,26.154
cdk-2,18.3,25.6,39.891
cdk-2,19.3,22.7,17.617
cye-1,18.0,24.9,38.333
cye-1,19.5,27.0,38.462
cye-1,18.9,26.6,40.741
cdk-2,18.9,26.1,38.095
cye-1,19.3,25.8,33.679
cdk-2,19.3,25.3,31.088
cye-1,19.3,25.2,30.57
cye-1,19.3,25.2,30.57
cye-1,18.5,23.4,26.486
cye-1,18.5,23.4,26.486
cye-1,20.4,24.3,19.118
cye-1,20.4,24.3,19.118
cye-1,19.3,23.6,22.28
cye-1,19.3,23.6,22.28
cye-1,20.1,26.7,32.836
cye-1,20.1,26.7,32.836
cye-1,18.8,24.2,28.723
cye-1,18.8,24.2,28.723
cye-1,20.1,27.1,34.826
cdk-2,20.1,26.3,30.846
cye-1,18.8,24.4,29.787
cdk-2,18.8,23.3,23.936
cye-1,19.0,25.7,35.263
cye-1,19.6,24.3,23.98
cye-1,19.0,24.2,27.368
cye-1,19.1,23.1,20.942
cye-1,19.5,23.7,21.538
cye-1,19.4,24.5,26.289
cye-1,18.9,23.5,24.339
cdk-2,18.6,23.5,26.344
cdk-2,20.4,25.5,25.0
daf-2,15.9,32.1,101.887
daf-2,32.6,45.3,38.957
eat-2,20.8,29.4,41.346
nuo-6,20.8,33.9,62.981
isp-1,20.8,32.9,58.173
isp-1,21.6,33.0,52.778
nuo-6,21.6,32.7,51.389
nuo-6,21.6,32.7,51.389
clk-2,14.66,24.66,68.213
clk-3,17.93,22.66,26.38
clk-4,17.93,30.34,69.214
clk-5,18.62,20.68,11.063
clk-7,17.24,26.2,51.972
clk-8,17.93,32.41,80.759
clk-9,20.68,28.96,40.039
clk-10,17.93,18.62,3.848
gro-1,15.86,20.68,30.391
nuo-6,18.5,35.9,94.054
nuo-6,18.5,30.7,65.946
isp-1,19.6,33.0,68.367
isp-1,19.6,33.0,68.367
clk-2,14.9,18.7,25.503
clk-2,14.9,18.7,25.503
clk-1,14.9,18.4,23.49
clk-1,14.9,19.8,32.886
clk-2,14.9,18.7,25.503
clk-2,14.9,18.7,25.503
gro-1,14.9,19.2,28.859
gro-1,14.9,19.2,28.859
clk-2,16.1,18.0,11.801
clk-2,16.1,18.0,11.801
clk-1,16.1,17.3,7.453
clk-1,16.1,19.3,19.876
clk-2,16.1,18.0,11.801
gro-1,16.1,19.7,22.36
clk-2,22.0,24.6,11.818
clk-2,22.0,24.6,11.818
clk-1,14.9,18.4,23.49
clk-3,14.9,20.4,36.913
gro-1,14.9,19.2,28.859
clk-1,14.9,18.4,23.49
clk-1,8.5,8.6,1.176
dve-1,20.4,15.8,-22.549
dve-1,19.8,14.2,-28.283
dve-1,19.7,15.1,-23.35
ubl-5,20.4,20.6,0.98
ubl-5,19.8,19.4,-2.02
ubl-5,19.7,20.0,1.523
atfs-1,20.4,21.3,4.412
atfs-1,19.8,20.1,1.515
atfs-1,19.7,19.8,0.508
gld-1,18.0,16.6,-7.778
gld-1,18.2,16.5,-9.341
gld-1,18.0,16.6,-7.778
gld-1,18.2,16.5,-9.341
gld-1,18.0,16.6,-7.778
gld-1,18.2,16.5,-9.341
cco-1,19.09,37.27,95.233
daf-2,12.07,19.33,60.149
daf-16,12.07,10.59,-12.262
pie-1,12.07,12.89,6.794
pgl-1,12.07,12.77,5.8
pgl-2,12.07,12.47,3.314
pgl-3,12.07,12.68,5.054
isw-1,12.07,12.23,1.326
mes-4,12.07,13.9,15.162
daf-16,12.07,10.59,-12.262
pie-1,12.07,12.89,6.794
pgl-1,12.07,12.77,5.8
pgl-2,12.07,12.47,3.314
pgl-3,12.07,12.68,5.054
isw-1,12.07,12.23,1.326
mes-4,12.07,13.9,15.162
daf-16,12.07,10.59,-12.262
pie-1,12.07,12.89,6.794
pgl-1,12.07,12.77,5.8
pgl-2,12.07,12.47,3.314
pgl-3,12.07,12.68,5.054
isw-1,12.07,12.23,1.326
mes-4,12.07,13.9,15.162
daf-28,13.0,13.9,6.923
daf-16,14.7,8.1,-44.898
daf-16,14.7,8.1,-44.898
daf-9,18.81,15.87,-15.63
daf-9,19.26,16.95,-11.994
daf-9,19.89,17.95,-9.754
daf-2,19.89,30.86,55.153
daf-2,19.89,30.86,55.153
nhr-8,19.89,13.72,-31.021
hsf-1,19.7,9.9,-49.746
hsf-1,18.9,11.2,-40.741
rsks-1,19.7,21.0,6.599
rsks-1,18.9,20.1,6.349
hsf-1,19.7,9.9,-49.746
hsf-1,18.9,11.2,-40.741
hsf-1,19.7,9.9,-49.746
hsf-1,18.9,11.2,-40.741
ftt-2,18.9,15.6,-17.46
ftt-1,18.9,16.4,-13.228
ftt-2,18.9,15.6,-17.46
ftt-1,18.9,16.4,-13.228
ftt-2,18.9,15.6,-17.46
ftt-1,18.9,16.4,-13.228
ftt-2,18.9,15.6,-17.46
ftt-1,18.9,16.4,-13.228
ftt-2,18.9,15.6,-17.46
ftt-1,18.9,16.4,-13.228
ftt-1,19.0,16.4,-13.684
ftt-2,19.0,14.2,-25.263
ftt-1,19.0,16.4,-13.684
ftt-2,19.0,14.2,-25.263
ftt-1,19.0,16.4,-13.684
ftt-2,19.0,14.2,-25.263
isp-1,22.56,30.29,34.264
isp-1,21.24,25.24,18.832
clk-1,22.44,26.1,16.31
clk-1,22.44,26.1,16.31
clk-1,21.89,25.09,14.619
clk-1,21.89,25.09,14.619
mev-1,22.56,18.18,-19.415
mev-1,22.56,18.18,-19.415
mev-1,22.56,18.18,-19.415
mev-1,22.56,18.18,-19.415
mev-1,21.4,18.87,-11.822
mev-1,21.4,18.87,-11.822
mev-1,21.4,18.87,-11.822
mev-1,19.7,16.64,-15.533
cep-1,19.42,19.64,1.133
cep-1,19.42,19.64,1.133
gas-1,13.87,10.72,-22.711
gas-1,13.87,10.72,-22.711
ftn-1;ftn-2,17.15,18.35,6.997
ftn-1;ftn-2,17.15,18.35,6.997
ftn-1;ftn-2,17.15,18.35,6.997
ftn-1;ftn-2,17.15,18.35,6.997
mev-1,17.15,13.73,-19.942
ftn-1;ftn-2,17.15,18.35,6.997
ftn-1;ftn-2,19.23,20.23,5.2
ftn-1;ftn-2,19.23,20.23,5.2
ftn-1;ftn-2,19.23,20.23,5.2
ftn-1;ftn-2,19.23,20.23,5.2
mev-1,19.23,12.99,-32.449
ftn-1;ftn-2,19.23,20.23,5.2
ftn-1;ftn-2,22.41,22.0,-1.83
ftn-1;ftn-2,22.41,22.0,-1.83
ftn-1;ftn-2,22.41,22.0,-1.83
ftn-1;ftn-2,22.41,22.0,-1.83
mev-1,17.0,14.0,-17.647
gas-1,17.0,13.06,-23.176
clk-1,17.0,21.0,23.529
sod-2,18.0,20.2,12.222
ire-1,21.8,16.4,-24.771
xbp-1,21.8,19.3,-11.468
ire-1,19.7,18.0,-8.629
xbp-1,19.7,18.8,-4.569
ced-4,18.8,18.18,-3.298
ced-4,18.26,18.42,0.876
ced-4,17.55,18.57,5.812
nuo-6,18.46,30.46,65.005
nuo-6,18.7,31.7,69.519
nuo-6,17.55,32.14,83.134
isp-1,19.68,30.66,55.793
isp-1,19.08,33.78,77.044
isp-1,19.92,33.92,70.281
nuo-6,19.24,31.54,63.929
nuo-6,19.08,32.34,69.497
nuo-6,19.92,32.32,62.249
isp-1,20.44,27.7,35.519
isp-1,22.16,28.66,29.332
isp-1,19.5,33.68,72.718
